evid,evname,prefor,lat,lon,depth,time,nass,ndef,mb,ms,ml,Unknown,UTCtime
122076,201804231257,122076,34.571,33.969,30.0, 4/23/2018 (113) 12:58:02.380,27,27,,3.6,3.7,(113),2018-04-23T12:58:02.380000Z
122077,201804240101,122077,32.903,35.563,1.0, 4/24/2018 (114)  1:02:55.650,15,15,,1.6,,(114),2018-04-24T01:02:55.650000Z
122078,201804261418,122078,32.993,35.573,0.0, 4/26/2018 (116) 14:20:01.760,8,8,,0.9,,(116),2018-04-26T14:20:01.760000Z
122079,201804272142,122079,32.532,35.556,12.0, 4/27/2018 (117) 21:43:30.430,24,24,,1.5,,(117),2018-04-27T21:43:30.430000Z
122080,201804280443,122080,31.327,35.534,10.0, 4/28/2018 (118)  4:45:01.270,38,38,,3.2,3.5,(118),2018-04-28T04:45:01.270000Z
122081,201804280529,122081,31.485,35.495,20.0, 4/28/2018 (118)  5:30:56.880,14,14,,1.5,,(118),2018-04-28T05:30:56.880000Z
122082,201804280536,122082,31.335,35.538,10.0, 4/28/2018 (118)  5:38:18.570,21,21,,1.8,1.4,(118),2018-04-28T05:38:18.570000Z
122083,201804280649,122083,31.326,35.548,10.0, 4/28/2018 (118)  6:50:21.630,37,37,4.0,3.7,3.8,(118),2018-04-28T06:50:21.630000Z
122084,201804280713,122084,31.332,35.534,10.0, 4/28/2018 (118)  7:14:41.960,37,37,,2.8,3.0,(118),2018-04-28T07:14:41.960000Z
122085,201804282153,122085,28.748,34.48,5.0, 4/28/2018 (118) 21:54:43.900,12,12,,1.8,,(118),2018-04-28T21:54:43.900000Z
122086,201804292010,122086,31.42,35.527,14.0, 4/29/2018 (119) 20:11:22.630,19,19,,1.2,1.0,(119),2018-04-29T20:11:22.630000Z
122087,201804300105,122087,32.14,35.492,8.0, 4/30/2018 (120)  1:06:13.530,17,17,,1.4,,(120),2018-04-30T01:06:13.530000Z
122088,201804300758,122088,29.926,35.008,1.0, 4/30/2018 (120)  7:59:35.720,6,6,,1.1,,(120),2018-04-30T07:59:35.720000Z
122089,201804301810,122089,33.186,35.498,14.0, 4/30/2018 (120) 18:11:06.850,8,8,,1.1,,(120),2018-04-30T18:11:06.850000Z
122090,201805020409,122090,33.166,35.693,8.0, 5/02/2018 (122)  4:11:18.250,6,6,,1.3,,(122),2018-05-02T04:11:18.250000Z
122091,201805022327,122091,30.561,35.337,9.0, 5/02/2018 (122) 23:28:04.350,26,26,,1.7,1.6,(122),2018-05-02T23:28:04.350000Z
122092,201805030043,122092,29.914,35.068,11.0, 5/03/2018 (123)  0:45:12.760,10,10,,1.2,,(123),2018-05-03T00:45:12.760000Z
122093,201805031923,122093,33.664,35.88,1.0, 5/03/2018 (123) 19:24:44.050,20,20,,2.1,,(123),2018-05-03T19:24:44.050000Z
122094,201805032248,122094,29.917,35.064,13.0, 5/03/2018 (123) 22:50:38.680,8,8,,0.9,,(123),2018-05-03T22:50:38.680000Z
122095,201805040106,122095,29.889,35.08,14.0, 5/04/2018 (124)  1:07:51.110,10,10,,1.0,,(124),2018-05-04T01:07:51.110000Z
122096,201805041109,122096,32.434,35.602,12.0, 5/04/2018 (124) 11:10:40.940,11,11,,1.6,,(124),2018-05-04T11:10:40.940000Z
122097,201805041445,122097,33.15,35.426,0.0, 5/04/2018 (124) 14:47:47.380,11,11,,0.9,,(124),2018-05-04T14:47:47.380000Z
122098,201805041522,122098,34.141,35.936,2.0, 5/04/2018 (124) 15:23:35.450,15,15,,2.2,,(124),2018-05-04T15:23:35.450000Z
122099,201805042225,122099,31.369,35.327,10.0, 5/04/2018 (124) 22:27:43.840,6,6,,1.0,,(124),2018-05-04T22:27:43.840000Z
122100,201805042257,122100,34.502,34.305,7.0, 5/04/2018 (124) 22:58:23.990,19,19,,1.8,,(124),2018-05-04T22:58:23.990000Z
122101,201805050313,122101,29.902,34.418,3.0, 5/05/2018 (125)  3:14:38.930,10,10,,1.1,,(125),2018-05-05T03:14:38.930000Z
122102,201805050505,122102,33.087,35.618,13.0, 5/05/2018 (125)  5:07:06.030,10,10,,1.3,,(125),2018-05-05T05:07:06.030000Z
122103,201805050506,122103,33.063,35.617,4.0, 5/05/2018 (125)  5:08:05.020,14,14,,1.2,,(125),2018-05-05T05:08:05.020000Z
122104,201805050604,122104,34.74,33.601,0.0, 5/05/2018 (125)  6:05:51.750,19,19,,2.0,,(125),2018-05-05T06:05:51.750000Z
122105,201805050650,122105,29.864,35.158,6.0, 5/05/2018 (125)  6:52:43.020,7,7,,1.3,,(125),2018-05-05T06:52:43.020000Z
122106,201805052310,122106,30.248,35.248,9.0, 5/05/2018 (125) 23:12:24.820,22,22,,1.6,,(125),2018-05-05T23:12:24.820000Z
122107,201805062239,122107,29.299,34.929,10.0, 5/06/2018 (126) 22:40:33.100,12,12,,1.6,,(126),2018-05-06T22:40:33.100000Z
122108,201805071811,122108,32.22,35.336,4.0, 5/07/2018 (127) 18:12:40.910,24,24,,1.6,,(127),2018-05-07T18:12:40.910000Z
122109,201805071812,122109,32.2,35.364,14.0, 5/07/2018 (127) 18:13:24.240,8,8,,1.4,,(127),2018-05-07T18:13:24.240000Z
122110,201805071824,122110,32.222,35.344,5.0, 5/07/2018 (127) 18:24:37.970,18,18,,1.3,,(127),2018-05-07T18:24:37.970000Z
122111,201805071825,122111,32.22,35.334,0.0, 5/07/2018 (127) 18:26:06.590,4,4,,0.9,,(127),2018-05-07T18:26:06.590000Z
122112,201805071907,122112,32.242,35.348,0.0, 5/07/2018 (127) 19:08:24.370,6,6,,1.2,,(127),2018-05-07T19:08:24.370000Z
122113,201805072335,122113,32.459,35.368,21.0, 5/07/2018 (127) 23:36:45.200,8,8,,1.0,,(127),2018-05-07T23:36:45.200000Z
122114,201805072336,122114,32.226,35.35,4.0, 5/07/2018 (127) 23:37:13.730,18,18,,1.2,,(127),2018-05-07T23:37:13.730000Z
122115,201805072337,122115,32.231,35.352,1.0, 5/07/2018 (127) 23:37:35.410,6,6,,1.1,,(127),2018-05-07T23:37:35.410000Z
122116,201805081518,122116,33.077,34.962,14.0, 5/08/2018 (128) 15:19:51.850,16,16,,1.4,,(128),2018-05-08T15:19:51.850000Z
122117,201805081527,122117,32.209,35.405,4.0, 5/08/2018 (128) 15:30:43.350,4,4,,1.0,,(128),2018-05-08T15:30:43.350000Z
122118,201805090550,122118,29.501,34.768,4.0, 5/09/2018 (129)  5:51:21.480,6,6,,0.9,,(129),2018-05-09T05:51:21.480000Z
122119,201805090930,122119,33.79,35.587,3.0, 5/09/2018 (129)  9:30:38.060,8,8,,1.5,,(129),2018-05-09T09:30:38.060000Z
122120,201805092237,122120,29.94,35.135,12.0, 5/09/2018 (129) 22:39:00.990,14,14,,1.4,,(129),2018-05-09T22:39:00.990000Z
122121,201805100150,122121,29.922,35.045,5.0, 5/10/2018 (130)  1:52:46.370,10,10,,1.4,,(130),2018-05-10T01:52:46.370000Z
122122,201805100252,122122,34.876,33.896,16.0, 5/10/2018 (130)  2:52:28.620,13,13,,1.8,,(130),2018-05-10T02:52:28.620000Z
122123,201805101651,122123,29.241,34.45,4.0, 5/10/2018 (130) 16:52:19.230,22,22,,2.5,2.5,(130),2018-05-10T16:52:19.230000Z
122124,201805101654,122124,29.219,34.448,1.0, 5/10/2018 (130) 16:56:34.990,12,12,,1.7,,(130),2018-05-10T16:56:34.990000Z
122125,201805102141,122125,32.976,35.382,6.0, 5/10/2018 (130) 21:43:06.900,8,8,,0.7,,(130),2018-05-10T21:43:06.900000Z
122126,201805110623,122126,30.619,35.376,7.0, 5/11/2018 (131)  6:25:08.870,24,24,,2.0,1.9,(131),2018-05-11T06:25:08.870000Z
122127,201805111846,122127,30.433,35.313,9.0, 5/11/2018 (131) 18:48:51.110,7,7,,0.8,,(131),2018-05-11T18:48:51.110000Z
122128,201805130205,122128,32.766,37.433,1.0, 5/13/2018 (133)  2:05:53.490,13,13,,2.0,,(133),2018-05-13T02:05:53.490000Z
122129,201805131905,122129,32.985,35.636,22.0, 5/13/2018 (133) 19:06:07.230,8,8,,0.9,,(133),2018-05-13T19:06:07.230000Z
122130,201805150837,122130,34.76,36.73,1.0, 5/15/2018 (135)  8:39:06.830,10,10,,2.2,,(135),2018-05-15T08:39:06.830000Z
122131,201805151424,122131,34.75,36.564,5.0, 5/15/2018 (135) 14:25:04.090,16,16,,2.7,2.4,(135),2018-05-15T14:25:04.090000Z
122132,201805151541,122132,29.439,34.935,16.0, 5/15/2018 (135) 15:43:14.760,10,10,,1.3,,(135),2018-05-15T15:43:14.760000Z
122133,201805151624,122133,32.388,35.559,5.0, 5/15/2018 (135) 16:26:26.820,9,9,,1.3,,(135),2018-05-15T16:26:26.820000Z
122134,201805152217,122134,31.772,35.562,13.0, 5/15/2018 (135) 22:18:41.840,29,29,,1.6,,(135),2018-05-15T22:18:41.840000Z
122135,201805152256,122135,33.832,35.326,20.0, 5/15/2018 (135) 22:58:43.770,9,9,,1.2,,(135),2018-05-15T22:58:43.770000Z
122136,201805152314,122136,33.236,35.439,16.0, 5/15/2018 (135) 23:16:11.260,8,8,,0.8,,(135),2018-05-15T23:16:11.260000Z
122137,201805152319,122137,33.479,35.24,3.0, 5/15/2018 (135) 23:20:20.010,8,8,,0.9,,(135),2018-05-15T23:20:20.010000Z
122138,201805160808,122138,33.003,35.625,18.0, 5/16/2018 (136)  8:10:04.960,11,11,,1.4,,(136),2018-05-16T08:10:04.960000Z
122139,201805161446,122139,29.589,35.063,14.0, 5/16/2018 (136) 14:47:50.560,9,9,,1.0,,(136),2018-05-16T14:47:50.560000Z
122140,201805162106,122140,32.146,36.963,0.0, 5/16/2018 (136) 21:07:37.650,37,37,,2.7,2.7,(136),2018-05-16T21:07:37.650000Z
122141,201805162120,122141,32.128,36.911,2.0, 5/16/2018 (136) 21:21:29.460,16,16,,1.7,,(136),2018-05-16T21:21:29.460000Z
122142,201805162211,122142,32.128,36.994,5.0, 5/16/2018 (136) 22:12:42.050,9,9,,1.5,,(136),2018-05-16T22:12:42.050000Z
122143,201805180840,122143,32.193,36.78,1.0, 5/18/2018 (138)  8:40:33.190,29,29,,2.2,,(138),2018-05-18T08:40:33.190000Z
122144,201805181542,122144,33.316,35.637,1.0, 5/18/2018 (138) 15:44:21.670,34,34,,2.1,1.9,(138),2018-05-18T15:44:21.670000Z
122145,201805181909,122145,32.741,34.839,8.0, 5/18/2018 (138) 19:11:25.050,14,14,,1.2,,(138),2018-05-18T19:11:25.050000Z
122146,201805190006,122146,34.768,34.728,1.0, 5/19/2018 (139)  0:07:43.700,10,10,,1.7,,(139),2018-05-19T00:07:43.700000Z
122147,201805191405,122147,33.186,35.595,16.0, 5/19/2018 (139) 14:06:47.320,21,21,,2.0,1.7,(139),2018-05-19T14:06:47.320000Z
122148,201805200059,122148,31.947,35.546,8.0, 5/20/2018 (140)  1:01:14.520,19,19,,1.4,,(140),2018-05-20T01:01:14.520000Z
122149,201805200153,122149,30.138,34.808,14.0, 5/20/2018 (140)  1:54:59.870,24,24,,1.7,1.8,(140),2018-05-20T01:54:59.870000Z
122150,201805200319,122150,30.17,34.82,6.0, 5/20/2018 (140)  3:21:31.660,7,7,,0.4,,(140),2018-05-20T03:21:31.660000Z
122151,201805200320,122151,30.13,34.827,13.0, 5/20/2018 (140)  3:21:38.780,10,10,,1.2,,(140),2018-05-20T03:21:38.780000Z
122152,201805201241,122152,29.368,34.804,8.0, 5/20/2018 (140) 12:42:54.050,12,12,,1.3,,(140),2018-05-20T12:42:54.050000Z
122153,201805201940,122153,34.583,33.272,9.0, 5/20/2018 (140) 19:40:44.570,31,31,,2.2,,(140),2018-05-20T19:40:44.570000Z
122154,201805211952,122154,29.441,34.903,18.0, 5/21/2018 (141) 19:53:10.920,10,10,,1.5,,(141),2018-05-21T19:53:10.920000Z
122155,201805221114,122155,33.527,35.617,3.0, 5/22/2018 (142) 11:15:33.010,6,6,,1.2,,(142),2018-05-22T11:15:33.010000Z
122156,201805221115,122156,33.515,35.667,1.0, 5/22/2018 (142) 11:16:33.670,9,9,,1.6,1.3,(142),2018-05-22T11:16:33.670000Z
122157,201805221614,122157,29.714,35.093,0.0, 5/22/2018 (142) 16:15:51.920,6,6,,1.1,,(142),2018-05-22T16:15:51.920000Z
122158,201805221736,122158,32.185,36.898,1.0, 5/22/2018 (142) 17:37:15.510,33,33,,2.0,,(142),2018-05-22T17:37:15.510000Z
122159,201805231744,122159,34.794,33.745,6.0, 5/23/2018 (143) 17:45:34.860,19,19,,2.3,,(143),2018-05-23T17:45:34.860000Z
122160,201805232204,122160,33.627,35.052,18.0, 5/23/2018 (143) 22:05:49.060,13,13,,1.4,,(143),2018-05-23T22:05:49.060000Z
122161,201805240124,122161,32.14,36.894,1.0, 5/24/2018 (144)  1:25:49.060,23,23,,2.0,2.2,(144),2018-05-24T01:25:49.060000Z
122162,201805241907,122162,33.038,35.363,1.0, 5/24/2018 (144) 19:08:41.870,11,11,,0.8,,(144),2018-05-24T19:08:41.870000Z
122163,201805252312,122163,29.651,34.82,1.0, 5/25/2018 (145) 23:13:38.950,16,16,,1.4,,(145),2018-05-25T23:13:38.950000Z
122164,201805252338,122164,32.835,35.552,5.0, 5/25/2018 (145) 23:39:46.050,9,9,,1.2,,(145),2018-05-25T23:39:46.050000Z
122165,201805271841,122165,29.805,34.841,20.0, 5/27/2018 (147) 18:42:07.750,10,10,,0.9,,(147),2018-05-27T18:42:07.750000Z
122166,201805272313,122166,32.882,35.569,1.0, 5/27/2018 (147) 23:14:20.180,12,12,,1.1,,(147),2018-05-27T23:14:20.180000Z
122167,201805280229,122167,29.655,34.562,8.0, 5/28/2018 (148)  2:31:07.790,10,10,,1.4,,(148),2018-05-28T02:31:07.790000Z
122168,201805280251,122168,30.098,34.617,24.0, 5/28/2018 (148)  2:52:08.670,6,6,,0.8,,(148),2018-05-28T02:52:08.670000Z
122169,201805280311,122169,32.878,35.585,0.0, 5/28/2018 (148)  3:13:09.080,17,17,,1.8,,(148),2018-05-28T03:13:09.080000Z
122170,201805280825,122170,32.136,35.482,5.0, 5/28/2018 (148)  8:26:53.920,7,7,,1.8,,(148),2018-05-28T08:26:53.920000Z
122171,201805281304,122171,32.145,35.47,3.0, 5/28/2018 (148) 13:05:55.410,19,19,,1.9,,(148),2018-05-28T13:05:55.410000Z
122172,201805281316,122172,32.137,35.497,4.0, 5/28/2018 (148) 13:18:31.010,12,12,,1.8,,(148),2018-05-28T13:18:31.010000Z
122173,201805291705,122173,32.876,35.583,0.0, 5/29/2018 (149) 17:07:39.580,17,17,,1.5,,(149),2018-05-29T17:07:39.580000Z
122174,201805292237,122174,34.645,33.386,18.0, 5/29/2018 (149) 22:37:37.980,32,32,,3.1,3.1,(149),2018-05-29T22:37:37.980000Z
122175,201805301150,122175,32.688,35.13,2.0, 5/30/2018 (150) 11:52:42.890,13,13,,1.6,,(150),2018-05-30T11:52:42.890000Z
122176,201805311838,122176,32.045,35.4,2.0, 5/31/2018 (151) 18:40:51.620,20,20,,1.5,,(151),2018-05-31T18:40:51.620000Z
122177,201806010155,122177,34.398,34.731,31.0, 6/01/2018 (152)  1:56:34.920,26,26,,2.1,1.8,(152),2018-06-01T01:56:34.920000Z
122178,201806012044,122178,33.058,35.703,18.0, 6/01/2018 (152) 20:45:52.230,13,13,,1.0,,(152),2018-06-01T20:45:52.230000Z
122179,201806020151,122179,34.342,35.034,1.0, 6/02/2018 (153)  1:53:20.020,21,21,,1.8,,(153),2018-06-02T01:53:20.020000Z
122180,201806020828,122180,33.008,35.555,1.0, 6/02/2018 (153)  8:30:19.280,27,27,,1.6,1.3,(153),2018-06-02T08:30:19.280000Z
122181,201806031024,122181,30.512,35.294,10.0, 6/03/2018 (154) 10:25:57.760,5,5,,0.9,,(154),2018-06-03T10:25:57.760000Z
122182,201806031356,122182,30.489,35.284,9.0, 6/03/2018 (154) 13:58:12.250,13,13,,1.4,,(154),2018-06-03T13:58:12.250000Z
122183,201806051116,122183,30.035,35.084,17.0, 6/05/2018 (156) 11:16:46.370,10,10,,1.1,,(156),2018-06-05T11:16:46.370000Z
122184,201806061919,122184,32.341,35.457,0.0, 6/06/2018 (157) 19:21:06.330,8,8,,1.3,,(157),2018-06-06T19:21:06.330000Z
122185,201806070026,122185,29.905,35.069,10.0, 6/07/2018 (158)  0:28:19.810,12,12,,1.3,,(158),2018-06-07T00:28:19.810000Z
122186,201806071406,122186,32.943,35.622,12.0, 6/07/2018 (158) 14:08:04.260,26,26,,1.9,1.8,(158),2018-06-07T14:08:04.260000Z
122187,201806072009,122187,30.542,35.217,18.0, 6/07/2018 (158) 20:11:18.770,6,6,,1.2,,(158),2018-06-07T20:11:18.770000Z
122188,201806072346,122188,32.631,35.612,4.0, 6/07/2018 (158) 23:47:19.550,39,39,,3.0,3.2,(158),2018-06-07T23:47:19.550000Z
122189,201806080156,122189,32.416,35.515,18.0, 6/08/2018 (159)  1:57:52.720,13,13,,1.0,,(159),2018-06-08T01:57:52.720000Z
122190,201806080209,122190,29.05,32.59,40.0, 6/08/2018 (159)  2:10:17.150,21,21,,2.6,,(159),2018-06-08T02:10:17.150000Z
122191,201806081104,122191,32.143,35.561,3.0, 6/08/2018 (159) 11:05:56.260,30,30,,1.8,,(159),2018-06-08T11:05:56.260000Z
122192,201806081108,122192,32.152,35.549,4.0, 6/08/2018 (159) 11:09:16.750,33,33,,2.2,2.2,(159),2018-06-08T11:09:16.750000Z
122193,201806081159,122193,30.186,35.228,9.0, 6/08/2018 (159) 12:00:48.420,19,19,,2.2,2.1,(159),2018-06-08T12:00:48.420000Z
122194,201806081506,122194,30.183,35.217,8.0, 6/08/2018 (159) 15:08:19.190,16,16,,1.7,,(159),2018-06-08T15:08:19.190000Z
122195,201806090228,122195,32.624,35.614,4.0, 6/09/2018 (160)  2:29:16.220,27,27,,2.0,1.8,(160),2018-06-09T02:29:16.220000Z
122196,201806090326,122196,32.625,35.611,14.0, 6/09/2018 (160)  3:28:16.850,16,16,,1.5,,(160),2018-06-09T03:28:16.850000Z
122197,201806090656,122197,29.909,35.066,6.0, 6/09/2018 (160)  6:58:50.530,8,8,,1.1,,(160),2018-06-09T06:58:50.530000Z
122198,201806090716,122198,29.917,35.06,7.0, 6/09/2018 (160)  7:18:38.160,10,10,,1.2,,(160),2018-06-09T07:18:38.160000Z
122199,201806091403,122199,29.911,35.133,4.0, 6/09/2018 (160) 14:05:11.220,8,8,,0.8,,(160),2018-06-09T14:05:11.220000Z
122200,201806091432,122200,32.153,35.531,4.0, 6/09/2018 (160) 14:33:58.660,21,21,,1.7,,(160),2018-06-09T14:33:58.660000Z
122201,201806091440,122201,32.237,35.342,0.0, 6/09/2018 (160) 14:41:28.460,24,24,,1.7,,(160),2018-06-09T14:41:28.460000Z
122202,201806091615,122202,32.106,35.213,0.0, 6/09/2018 (160) 16:16:40.130,29,29,,2.4,2.3,(160),2018-06-09T16:16:40.130000Z
122203,201806100114,122203,33.031,35.601,10.0, 6/10/2018 (161)  1:16:23.960,7,7,,0.8,,(161),2018-06-10T01:16:23.960000Z
122204,201806110016,122204,30.87,35.357,18.0, 6/11/2018 (162)  0:17:21.120,18,18,,1.6,,(162),2018-06-11T00:17:21.120000Z
122205,201806111907,122205,33.633,35.206,5.0, 6/11/2018 (162) 19:08:16.820,12,12,,1.4,,(162),2018-06-11T19:08:16.820000Z
122206,201806120126,122206,33.873,35.977,0.0, 6/12/2018 (163)  1:27:42.290,12,12,,1.7,,(163),2018-06-12T01:27:42.290000Z
122207,201806130352,122207,32.678,35.16,3.0, 6/13/2018 (164)  3:53:29.590,17,17,,2.0,1.2,(164),2018-06-13T03:53:29.590000Z
122208,201806131327,122208,32.687,35.155,5.0, 6/13/2018 (164) 13:28:41.680,22,22,,1.6,,(164),2018-06-13T13:28:41.680000Z
122209,201806132307,122209,32.39,35.051,4.0, 6/13/2018 (164) 23:08:12.040,36,36,,1.7,1.4,(164),2018-06-13T23:08:12.040000Z
122210,201806140044,122210,32.607,35.588,1.0, 6/14/2018 (165)  0:46:06.410,19,19,,1.3,,(165),2018-06-14T00:46:06.410000Z
122211,201806140644,122211,33.227,35.723,1.0, 6/14/2018 (165)  6:46:02.750,13,13,,1.6,,(165),2018-06-14T06:46:02.750000Z
122212,201806141047,122212,32.595,35.295,3.0, 6/14/2018 (165) 10:49:15.410,16,16,,1.7,,(165),2018-06-14T10:49:15.410000Z
122213,201806142119,122213,32.69,35.169,2.0, 6/14/2018 (165) 21:21:41.840,29,29,,1.6,,(165),2018-06-14T21:21:41.840000Z
122214,201806151118,122214,32.598,35.6,0.0, 6/15/2018 (166) 11:19:15.890,15,15,,1.6,1.4,(166),2018-06-15T11:19:15.890000Z
122215,201806151308,122215,29.915,34.951,8.0, 6/15/2018 (166) 13:10:19.600,18,18,,1.6,1.4,(166),2018-06-15T13:10:19.600000Z
122216,201806151556,122216,32.582,35.613,5.0, 6/15/2018 (166) 15:58:33.600,23,23,,1.1,,(166),2018-06-15T15:58:33.600000Z
122217,201806151656,122217,33.167,35.597,4.0, 6/15/2018 (166) 16:58:45.510,11,11,,0.9,,(166),2018-06-15T16:58:45.510000Z
122218,201806170258,122218,32.669,35.177,1.0, 6/17/2018 (168)  2:59:26.850,8,8,,1.3,,(168),2018-06-17T02:59:26.850000Z
122219,201806171052,122219,29.701,34.772,2.0, 6/17/2018 (168) 10:53:41.440,6,6,,0.8,,(168),2018-06-17T10:53:41.440000Z
122220,201806171333,122220,32.978,35.603,10.0, 6/17/2018 (168) 13:35:03.590,13,13,,1.3,,(168),2018-06-17T13:35:03.590000Z
122221,201806171540,122221,33.656,34.948,10.0, 6/17/2018 (168) 15:41:25.690,23,23,,2.4,2.2,(168),2018-06-17T15:41:25.690000Z
122222,201806172057,122222,29.762,35.058,14.0, 6/17/2018 (168) 20:59:46.080,8,8,,0.8,,(168),2018-06-17T20:59:46.080000Z
122223,201806182142,122223,33.11,35.731,7.0, 6/18/2018 (169) 21:43:30.500,6,6,,0.5,,(169),2018-06-18T21:43:30.500000Z
122224,201806191209,122224,32.243,35.437,2.0, 6/19/2018 (170) 12:10:26.800,4,4,,1.2,,(170),2018-06-19T12:10:26.800000Z
122225,201806191651,122225,30.021,35.076,17.0, 6/19/2018 (170) 16:52:36.510,12,12,,1.6,,(170),2018-06-19T16:52:36.510000Z
122226,201806200031,122226,30.023,35.061,15.0, 6/20/2018 (171)  0:33:16.660,10,10,,1.4,,(171),2018-06-20T00:33:16.660000Z
122227,201806200050,122227,33.225,35.382,16.0, 6/20/2018 (171)  0:51:42.820,7,7,,0.9,,(171),2018-06-20T00:51:42.820000Z
122228,201806211445,122228,33.261,35.592,1.0, 6/21/2018 (172) 14:47:44.780,11,11,,1.6,,(172),2018-06-21T14:47:44.780000Z
122229,201806211732,122229,34.03,35.681,3.0, 6/21/2018 (172) 17:34:25.270,19,19,,2.0,,(172),2018-06-21T17:34:25.270000Z
122230,201806211755,122230,29.918,34.449,3.0, 6/21/2018 (172) 17:56:29.050,8,8,,1.1,,(172),2018-06-21T17:56:29.050000Z
122231,201806220228,122231,30.428,34.787,13.0, 6/22/2018 (173)  2:29:44.310,19,19,,2.1,2.1,(173),2018-06-22T02:29:44.310000Z
122232,201806221818,122232,33.013,35.607,1.0, 6/22/2018 (173) 18:20:21.910,6,6,,0.6,,(173),2018-06-22T18:20:21.910000Z
122233,201806222349,122233,32.923,35.409,3.0, 6/22/2018 (173) 23:51:46.810,11,11,,0.9,,(173),2018-06-22T23:51:46.810000Z
122234,201806230308,122234,32.494,35.275,19.0, 6/23/2018 (174)  3:10:19.620,15,15,,1.1,,(174),2018-06-23T03:10:19.620000Z
122235,201806230756,122235,32.78,35.367,14.0, 6/23/2018 (174)  7:58:34.960,12,12,,1.3,,(174),2018-06-23T07:58:34.960000Z
122236,201806252127,122236,35.007,32.793,20.0, 6/25/2018 (176) 21:27:35.640,17,17,,1.9,,(176),2018-06-25T21:27:35.640000Z
122237,201806261347,122237,32.778,35.547,2.0, 6/26/2018 (177) 13:48:31.870,5,5,,1.0,,(177),2018-06-26T13:48:31.870000Z
122238,201806261430,122238,30.684,35.66,6.0, 6/26/2018 (177) 14:31:41.110,22,22,,2.2,2.0,(177),2018-06-26T14:31:41.110000Z
122239,201806272050,122239,32.918,35.627,18.0, 6/27/2018 (178) 20:51:42.230,11,11,,1.1,,(178),2018-06-27T20:51:42.230000Z
122240,201806280725,122240,34.826,32.624,20.0, 6/28/2018 (179)  7:25:59.630,9,9,,2.4,,(179),2018-06-28T07:25:59.630000Z
122241,201806300441,122241,29.933,35.108,22.0, 6/30/2018 (181)  4:43:06.320,12,12,,1.0,,(181),2018-06-30T04:43:06.320000Z
122242,201806301822,122242,33.157,34.767,19.0, 6/30/2018 (181) 18:23:48.830,18,18,,1.7,1.6,(181),2018-06-30T18:23:48.830000Z
122243,201807011646,122243,33.633,34.971,14.0, 7/01/2018 (182) 16:48:01.660,12,12,,1.7,,(182),2018-07-01T16:48:01.660000Z
122244,201807011943,122244,33.695,35.852,3.0, 7/01/2018 (182) 19:44:02.840,11,11,,1.6,,(182),2018-07-01T19:44:02.840000Z
122245,201807020209,122245,30.572,35.31,9.0, 7/02/2018 (183)  2:11:03.190,34,34,,2.7,2.9,(183),2018-07-02T02:11:03.190000Z
122246,201807020558,122246,32.875,35.594,7.0, 7/02/2018 (183)  5:59:34.980,30,30,,2.3,2.0,(183),2018-07-02T05:59:34.980000Z
122247,201807020609,122247,32.863,35.593,10.0, 7/02/2018 (183)  6:10:59.650,20,20,,1.7,,(183),2018-07-02T06:10:59.650000Z
122248,201807020855,122248,31.323,35.415,22.0, 7/02/2018 (183)  8:56:49.620,18,18,,1.7,1.3,(183),2018-07-02T08:56:49.620000Z
122249,201807040148,122249,32.855,35.578,4.0, 7/04/2018 (185)  1:50:07.040,55,55,,4.2,,(185),2018-07-04T01:50:07.040000Z
122250,201807040153,122250,32.859,35.585,6.0, 7/04/2018 (185)  1:54:26.530,16,16,,2.0,,(185),2018-07-04T01:54:26.530000Z
122251,201807040156,122251,32.859,35.568,5.0, 7/04/2018 (185)  1:58:13.890,65,65,,3.0,3.2,(185),2018-07-04T01:58:13.890000Z
122252,201807040248,122252,32.855,35.579,5.0, 7/04/2018 (185)  2:49:51.520,35,35,,1.9,,(185),2018-07-04T02:49:51.520000Z
122253,201807040320,122253,32.845,35.571,0.0, 7/04/2018 (185)  3:21:44.930,26,26,,1.7,,(185),2018-07-04T03:21:44.930000Z
122254,201807040337,122254,32.85,35.578,4.0, 7/04/2018 (185)  3:39:27.520,28,28,,1.9,,(185),2018-07-04T03:39:27.520000Z
122255,201807040339,122255,32.854,35.582,5.0, 7/04/2018 (185)  3:41:21.860,29,29,,2.1,,(185),2018-07-04T03:41:21.860000Z
122256,201807040350,122256,32.868,35.581,5.0, 7/04/2018 (185)  3:52:00.270,63,63,,3.9,,(185),2018-07-04T03:52:00.270000Z
122257,201807040357,122257,32.852,35.57,3.0, 7/04/2018 (185)  3:57:39.720,55,55,,3.0,,(185),2018-07-04T03:57:39.720000Z
122258,201807040407,122258,32.85,35.587,1.0, 7/04/2018 (185)  4:08:30.170,22,22,,1.7,1.5,(185),2018-07-04T04:08:30.170000Z
122259,201807040412,122259,32.859,35.571,4.0, 7/04/2018 (185)  4:13:46.130,34,34,,1.9,1.9,(185),2018-07-04T04:13:46.130000Z
122260,201807040418,122260,32.866,35.577,4.0, 7/04/2018 (185)  4:19:17.970,45,45,,2.6,2.7,(185),2018-07-04T04:19:17.970000Z
