evid,evname,prefor,lat,lon,depth,time,nass,ndef,mb,ms,ml,Unknown,UTCtime
122460,201807061326,122460,32.866,35.565,6.0, 7/06/2018 (187) 13:27:09.830,18,18,,1.2,,(187),2018-07-06T13:27:09.830000Z
122461,201807061347,122461,32.857,35.558,5.0, 7/06/2018 (187) 13:48:23.530,30,30,,1.3,,(187),2018-07-06T13:48:23.530000Z
122462,201807061447,122462,32.864,35.574,4.0, 7/06/2018 (187) 14:49:42.200,22,22,,1.3,,(187),2018-07-06T14:49:42.200000Z
122463,201807061455,122463,32.869,35.557,5.0, 7/06/2018 (187) 14:56:48.110,24,24,,1.3,,(187),2018-07-06T14:56:48.110000Z
122464,201807061502,122464,32.854,35.561,5.0, 7/06/2018 (187) 15:03:43.380,45,45,,1.8,1.7,(187),2018-07-06T15:03:43.380000Z
122465,201807061505,122465,32.867,35.565,4.0, 7/06/2018 (187) 15:07:10.120,22,22,,0.7,,(187),2018-07-06T15:07:10.120000Z
122466,201807061523,122466,32.882,35.576,4.0, 7/06/2018 (187) 15:24:46.820,20,20,,0.9,,(187),2018-07-06T15:24:46.820000Z
122467,201807061532,122467,32.878,35.572,5.0, 7/06/2018 (187) 15:33:54.060,42,42,,1.8,,(187),2018-07-06T15:33:54.060000Z
122468,201807061535,122468,32.856,35.573,3.0, 7/06/2018 (187) 15:36:00.470,28,28,,1.3,,(187),2018-07-06T15:36:00.470000Z
122469,201807061603,122469,32.874,35.569,3.0, 7/06/2018 (187) 16:04:36.780,32,32,,1.2,,(187),2018-07-06T16:04:36.780000Z
122470,201807061615,122470,32.865,35.564,5.0, 7/06/2018 (187) 16:16:03.130,30,30,,1.3,,(187),2018-07-06T16:16:03.130000Z
122471,201807061616,122471,32.829,35.559,2.0, 7/06/2018 (187) 16:17:10.940,12,12,,0.8,,(187),2018-07-06T16:17:10.940000Z
122472,201807061712,122472,32.883,35.573,5.0, 7/06/2018 (187) 17:13:24.170,48,48,,2.0,1.9,(187),2018-07-06T17:13:24.170000Z
122473,201807061728,122473,32.876,35.577,5.0, 7/06/2018 (187) 17:29:32.770,31,31,,1.3,,(187),2018-07-06T17:29:32.770000Z
122474,201807061731,122474,32.882,35.58,5.0, 7/06/2018 (187) 17:31:45.800,44,44,,1.6,1.5,(187),2018-07-06T17:31:45.800000Z
122475,201807061733,122475,32.877,35.581,5.0, 7/06/2018 (187) 17:34:38.750,24,24,,1.2,,(187),2018-07-06T17:34:38.750000Z
122476,201807061737,122476,32.875,35.576,3.0, 7/06/2018 (187) 17:37:28.680,20,20,,1.2,,(187),2018-07-06T17:37:28.680000Z
122477,201807061828,122477,32.871,35.577,6.0, 7/06/2018 (187) 18:28:51.120,20,20,,0.9,,(187),2018-07-06T18:28:51.120000Z
122478,201807061829,122478,32.873,35.578,5.0, 7/06/2018 (187) 18:29:55.360,30,30,,1.4,,(187),2018-07-06T18:29:55.360000Z
122479,201807061834,122479,32.852,35.582,2.0, 7/06/2018 (187) 18:35:38.840,26,26,,1.8,1.7,(187),2018-07-06T18:35:38.840000Z
122480,201807061840,122480,32.851,35.561,4.0, 7/06/2018 (187) 18:41:39.590,26,26,,1.2,,(187),2018-07-06T18:41:39.590000Z
122481,201807061928,122481,32.87,35.566,4.0, 7/06/2018 (187) 19:28:42.780,18,18,,1.2,,(187),2018-07-06T19:28:42.780000Z
122482,201807061935,122482,32.865,35.564,5.0, 7/06/2018 (187) 19:36:33.460,30,30,,1.3,,(187),2018-07-06T19:36:33.460000Z
122483,201807061958,122483,32.838,35.58,3.0, 7/06/2018 (187) 19:59:50.070,26,26,,1.9,1.8,(187),2018-07-06T19:59:50.070000Z
122484,201807061959,122484,32.83,35.575,2.0, 7/06/2018 (187) 20:01:02.970,18,18,,1.4,,(187),2018-07-06T20:01:02.970000Z
122485,201807062000,122485,32.84,35.576,0.0, 7/06/2018 (187) 20:01:53.450,18,18,,1.5,,(187),2018-07-06T20:01:53.450000Z
122486,201807062008,122486,32.871,35.556,3.0, 7/06/2018 (187) 20:09:22.180,24,24,,1.1,,(187),2018-07-06T20:09:22.180000Z
122487,201807062018,122487,32.836,35.581,2.0, 7/06/2018 (187) 20:20:38.300,14,14,,2.0,,(187),2018-07-06T20:20:38.300000Z
122488,201807062019,122488,32.842,35.589,0.0, 7/06/2018 (187) 20:20:45.640,20,20,,2.3,,(187),2018-07-06T20:20:45.640000Z
122489,201807062029,122489,32.875,35.573,5.0, 7/06/2018 (187) 20:30:15.430,30,30,,1.1,,(187),2018-07-06T20:30:15.430000Z
122490,201807062117,122490,30.319,34.14,11.0, 7/06/2018 (187) 21:18:36.510,28,28,,2.5,2.5,(187),2018-07-06T21:18:36.510000Z
122491,201807062121,122491,32.878,35.57,1.0, 7/06/2018 (187) 21:22:05.680,35,35,,1.2,,(187),2018-07-06T21:22:05.680000Z
122492,201807062135,122492,32.842,35.587,3.0, 7/06/2018 (187) 21:36:30.020,22,22,,1.8,1.6,(187),2018-07-06T21:36:30.020000Z
122493,201807062203,122493,33.504,35.553,1.0, 7/06/2018 (187) 22:03:35.840,10,10,,1.0,,(187),2018-07-06T22:03:35.840000Z
122494,201807062204,122494,32.872,35.592,17.0, 7/06/2018 (187) 22:05:45.970,14,14,,0.9,,(187),2018-07-06T22:05:45.970000Z
122495,201807062219,122495,32.849,35.574,1.0, 7/06/2018 (187) 22:20:38.860,26,26,,1.9,1.9,(187),2018-07-06T22:20:38.860000Z
122496,201807062243,122496,32.847,35.588,5.0, 7/06/2018 (187) 22:44:44.010,24,24,,1.0,,(187),2018-07-06T22:44:44.010000Z
122497,201807062245,122497,32.848,35.579,5.0, 7/06/2018 (187) 22:46:16.700,28,28,,1.4,,(187),2018-07-06T22:46:16.700000Z
122498,201807062247,122498,32.85,35.58,6.0, 7/06/2018 (187) 22:48:02.840,28,28,,1.3,,(187),2018-07-06T22:48:02.840000Z
122499,201807062253,122499,32.871,35.577,1.0, 7/06/2018 (187) 22:54:46.640,32,32,,2.5,2.6,(187),2018-07-06T22:54:46.640000Z
122500,201807062309,122500,32.85,35.566,4.0, 7/06/2018 (187) 23:09:41.670,28,28,,0.7,,(187),2018-07-06T23:09:41.670000Z
122501,201807062341,122501,32.874,35.576,5.0, 7/06/2018 (187) 23:42:56.090,43,43,,1.6,,(187),2018-07-06T23:42:56.090000Z
122502,201807062342,122502,32.829,35.587,5.0, 7/06/2018 (187) 23:43:47.060,24,24,,0.8,,(187),2018-07-06T23:43:47.060000Z
122503,201807062353,122503,32.868,35.577,4.0, 7/06/2018 (187) 23:54:45.520,28,28,,1.3,,(187),2018-07-06T23:54:45.520000Z
122504,201807070136,122504,32.867,35.575,0.0, 7/07/2018 (188)  1:38:10.290,9,9,,1.2,,(188),2018-07-07T01:38:10.290000Z
122505,201807070206,122505,32.847,35.589,4.0, 7/07/2018 (188)  2:07:45.110,39,39,,3.3,,(188),2018-07-07T02:07:45.110000Z
122506,201807070222,122506,32.838,35.592,1.0, 7/07/2018 (188)  2:22:58.100,21,21,,1.8,1.6,(188),2018-07-07T02:22:58.100000Z
122507,201807070248,122507,32.84,35.587,0.0, 7/07/2018 (188)  2:50:25.500,16,16,,1.7,1.5,(188),2018-07-07T02:50:25.500000Z
122508,201807070258,122508,32.85,35.567,3.0, 7/07/2018 (188)  2:59:55.100,29,29,,1.6,1.6,(188),2018-07-07T02:59:55.100000Z
122509,201807070342,122509,32.845,35.582,0.0, 7/07/2018 (188)  3:44:43.970,6,6,,0.9,,(188),2018-07-07T03:44:43.970000Z
122510,201807070343,122510,32.836,35.583,0.0, 7/07/2018 (188)  3:45:12.030,5,5,,1.0,,(188),2018-07-07T03:45:12.030000Z
122511,201807070353,122511,32.846,35.569,1.0, 7/07/2018 (188)  3:56:01.630,13,13,,1.5,,(188),2018-07-07T03:56:01.630000Z
122512,201807070427,122512,32.836,35.595,1.0, 7/07/2018 (188)  4:28:37.510,31,31,,1.9,1.9,(188),2018-07-07T04:28:37.510000Z
122513,201807070619,122513,32.814,35.591,4.0, 7/07/2018 (188)  6:21:26.910,5,5,,1.0,,(188),2018-07-07T06:21:26.910000Z
122514,201807070635,122514,32.838,35.579,0.0, 7/07/2018 (188)  6:37:05.550,15,15,,1.7,,(188),2018-07-07T06:37:05.550000Z
122515,201807070701,122515,32.846,35.612,6.0, 7/07/2018 (188)  7:02:54.950,12,12,,1.0,,(188),2018-07-07T07:02:54.950000Z
122516,201807070816,122516,32.407,35.408,15.0, 7/07/2018 (188)  8:18:06.500,10,10,,1.4,,(188),2018-07-07T08:18:06.500000Z
122517,201807070818,122517,32.839,35.599,3.0, 7/07/2018 (188)  8:19:59.220,15,15,,1.5,,(188),2018-07-07T08:19:59.220000Z
122518,201807070847,122518,32.833,35.592,3.0, 7/07/2018 (188)  8:49:46.390,7,7,,1.0,,(188),2018-07-07T08:49:46.390000Z
122519,201807070902,122519,32.833,35.562,2.0, 7/07/2018 (188)  9:04:34.200,9,9,,1.3,,(188),2018-07-07T09:04:34.200000Z
122520,201807070959,122520,32.834,35.583,0.0, 7/07/2018 (188) 10:01:30.140,18,18,,1.7,1.5,(188),2018-07-07T10:01:30.140000Z
122521,201807071038,122521,32.839,35.586,3.0, 7/07/2018 (188) 10:40:28.460,13,13,,1.3,,(188),2018-07-07T10:40:28.460000Z
122522,201807071121,122522,32.842,35.587,1.0, 7/07/2018 (188) 11:23:32.230,13,13,,1.6,,(188),2018-07-07T11:23:32.230000Z
122523,201807071145,122523,32.86,35.575,1.0, 7/07/2018 (188) 11:46:31.590,37,37,,2.4,2.5,(188),2018-07-07T11:46:31.590000Z
122524,201807071305,122524,32.837,35.578,0.0, 7/07/2018 (188) 13:05:37.620,17,17,,1.7,,(188),2018-07-07T13:05:37.620000Z
122525,201807071317,122525,32.859,35.597,0.0, 7/07/2018 (188) 13:19:10.470,11,11,,1.3,,(188),2018-07-07T13:19:10.470000Z
122526,201807071522,122526,32.852,35.587,5.0, 7/07/2018 (188) 15:22:31.270,12,12,,1.7,,(188),2018-07-07T15:22:31.270000Z
122527,201807071600,122527,32.839,35.582,4.0, 7/07/2018 (188) 16:02:13.740,9,9,,1.0,,(188),2018-07-07T16:02:13.740000Z
122528,201807071720,122528,32.829,35.604,0.0, 7/07/2018 (188) 17:22:30.790,17,17,,1.6,,(188),2018-07-07T17:22:30.790000Z
122529,201807071721,122529,32.864,35.567,0.0, 7/07/2018 (188) 17:23:06.290,15,15,,1.6,,(188),2018-07-07T17:23:06.290000Z
122530,201807071732,122530,32.85,35.588,4.0, 7/07/2018 (188) 17:33:27.090,35,35,,2.1,2.1,(188),2018-07-07T17:33:27.090000Z
122531,201807071739,122531,32.847,35.598,5.0, 7/07/2018 (188) 17:40:59.720,11,11,,1.3,,(188),2018-07-07T17:40:59.720000Z
122532,201807071748,122532,32.866,35.567,0.0, 7/07/2018 (188) 17:50:28.430,18,18,,1.7,1.7,(188),2018-07-07T17:50:28.430000Z
122533,201807071802,122533,32.877,35.62,0.0, 7/07/2018 (188) 18:04:26.030,10,10,,1.1,,(188),2018-07-07T18:04:26.030000Z
122534,201807071803,122534,32.874,35.602,2.0, 7/07/2018 (188) 18:05:20.830,11,11,,1.3,,(188),2018-07-07T18:05:20.830000Z
122535,201807071805,122535,32.86,35.586,5.0, 7/07/2018 (188) 18:07:10.350,10,10,,0.9,,(188),2018-07-07T18:07:10.350000Z
122536,201807071817,122536,32.843,35.604,3.0, 7/07/2018 (188) 18:19:02.680,15,15,,1.3,,(188),2018-07-07T18:19:02.680000Z
122537,201807071827,122537,32.876,35.594,3.0, 7/07/2018 (188) 18:28:25.260,25,25,,2.1,2.0,(188),2018-07-07T18:28:25.260000Z
122538,201807071859,122538,32.84,35.58,0.0, 7/07/2018 (188) 19:00:40.230,13,13,,1.5,,(188),2018-07-07T19:00:40.230000Z
122539,201807072017,122539,32.842,35.595,5.0, 7/07/2018 (188) 20:19:22.610,13,13,,1.3,,(188),2018-07-07T20:19:22.610000Z
122540,201807072035,122540,32.882,35.589,10.0, 7/07/2018 (188) 20:37:24.210,14,14,,1.4,,(188),2018-07-07T20:37:24.210000Z
122541,201807072039,122541,32.872,35.585,1.0, 7/07/2018 (188) 20:39:37.260,13,13,,1.2,,(188),2018-07-07T20:39:37.260000Z
122542,201807072150,122542,32.835,35.568,0.0, 7/07/2018 (188) 21:52:22.920,15,15,,1.1,,(188),2018-07-07T21:52:22.920000Z
122543,201807072241,122543,32.842,35.582,0.0, 7/07/2018 (188) 22:43:49.530,13,13,,1.0,,(188),2018-07-07T22:43:49.530000Z
122544,201807072312,122544,32.852,35.579,1.0, 7/07/2018 (188) 23:13:57.890,7,7,,0.9,,(188),2018-07-07T23:13:57.890000Z
122545,201807072330,122545,32.84,35.591,1.0, 7/07/2018 (188) 23:32:29.830,11,11,,1.2,,(188),2018-07-07T23:32:29.830000Z
122546,201807072331,122546,32.891,35.567,0.0, 7/07/2018 (188) 23:33:42.150,11,11,,0.7,,(188),2018-07-07T23:33:42.150000Z
122547,201807080007,122547,32.847,35.55,3.0, 7/08/2018 (189)  0:09:23.700,15,15,,1.1,,(189),2018-07-08T00:09:23.700000Z
122548,201807080102,122548,32.841,35.576,5.0, 7/08/2018 (189)  1:03:48.850,11,11,,0.7,,(189),2018-07-08T01:03:48.850000Z
122549,201807080105,122549,32.857,35.56,0.0, 7/08/2018 (189)  1:07:05.880,13,13,,1.3,,(189),2018-07-08T01:07:05.880000Z
122550,201807080225,122550,32.855,35.571,9.0, 7/08/2018 (189)  2:26:39.830,7,7,,0.8,,(189),2018-07-08T02:26:39.830000Z
122551,201807080242,122551,32.906,35.58,5.0, 7/08/2018 (189)  2:44:33.560,7,7,,0.8,,(189),2018-07-08T02:44:33.560000Z
122552,201807080626,122552,32.833,35.588,0.0, 7/08/2018 (189)  6:28:40.370,6,6,,0.8,,(189),2018-07-08T06:28:40.370000Z
122553,201807080808,122553,32.84,35.586,3.0, 7/08/2018 (189)  8:09:53.010,21,21,,1.9,1.9,(189),2018-07-08T08:09:53.010000Z
122554,201807081102,122554,32.852,35.579,5.0, 7/08/2018 (189) 11:04:01.550,22,22,,3.0,3.1,(189),2018-07-08T11:04:01.550000Z
122555,201807081237,122555,32.875,35.592,1.0, 7/08/2018 (189) 12:39:10.220,22,22,,2.7,2.7,(189),2018-07-08T12:39:10.220000Z
122556,201807081251,122556,32.846,35.578,0.0, 7/08/2018 (189) 12:52:17.390,24,24,,2.3,2.3,(189),2018-07-08T12:52:17.390000Z
122557,201807081329,122557,32.849,35.593,4.0, 7/08/2018 (189) 13:30:47.850,36,36,,3.8,3.9,(189),2018-07-08T13:30:47.850000Z
122558,201807081352,122558,32.842,35.587,1.0, 7/08/2018 (189) 13:53:54.870,20,20,,2.4,2.2,(189),2018-07-08T13:53:54.870000Z
122559,201807081420,122559,32.835,35.58,0.0, 7/08/2018 (189) 14:22:01.460,28,28,,2.3,2.4,(189),2018-07-08T14:22:01.460000Z
122560,201807081448,122560,32.842,35.573,4.0, 7/08/2018 (189) 14:50:12.670,23,23,,1.9,1.7,(189),2018-07-08T14:50:12.670000Z
122561,201807081449,122561,32.841,35.576,0.0, 7/08/2018 (189) 14:51:40.770,24,24,,2.1,2.1,(189),2018-07-08T14:51:40.770000Z
122562,201807081816,122562,32.856,35.565,1.0, 7/08/2018 (189) 18:18:04.360,19,19,,1.6,1.4,(189),2018-07-08T18:18:04.360000Z
122563,201807081835,122563,32.854,35.572,1.0, 7/08/2018 (189) 18:36:51.130,26,26,,2.3,2.2,(189),2018-07-08T18:36:51.130000Z
122564,201807081859,122564,32.857,35.58,5.0, 7/08/2018 (189) 19:00:48.290,27,27,,2.8,2.9,(189),2018-07-08T19:00:48.290000Z
122565,201807082003,122565,32.849,35.582,3.0, 7/08/2018 (189) 20:04:55.380,43,43,,3.0,,(189),2018-07-08T20:04:55.380000Z
122566,201807082005,122566,32.845,35.57,0.0, 7/08/2018 (189) 20:06:31.650,12,12,,1.6,,(189),2018-07-08T20:06:31.650000Z
122567,201807082027,122567,32.836,35.574,1.0, 7/08/2018 (189) 20:28:34.090,21,21,,1.8,1.8,(189),2018-07-08T20:28:34.090000Z
122568,201807082039,122568,32.862,35.562,3.0, 7/08/2018 (189) 20:40:46.110,12,12,,1.3,,(189),2018-07-08T20:40:46.110000Z
122569,201807082041,122569,32.852,35.571,2.0, 7/08/2018 (189) 20:43:15.550,11,11,,1.4,,(189),2018-07-08T20:43:15.550000Z
122570,201807082139,122570,32.865,35.587,4.0, 7/08/2018 (189) 21:41:05.180,11,11,,1.0,,(189),2018-07-08T21:41:05.180000Z
122571,201807082141,122571,32.851,35.584,4.0, 7/08/2018 (189) 21:42:46.220,38,38,,3.4,3.5,(189),2018-07-08T21:42:46.220000Z
122572,201807082153,122572,32.877,35.585,1.0, 7/08/2018 (189) 21:55:27.890,13,13,,1.2,,(189),2018-07-08T21:55:27.890000Z
122573,201807082155,122573,32.841,35.586,0.0, 7/08/2018 (189) 21:56:45.200,22,22,,2.1,2.0,(189),2018-07-08T21:56:45.200000Z
122574,201807082357,122574,32.883,35.582,0.0, 7/08/2018 (189) 23:58:53.870,18,18,,1.7,1.6,(189),2018-07-08T23:58:53.870000Z
122575,201807090058,122575,32.842,35.592,4.0, 7/09/2018 (190)  0:59:30.270,26,26,,2.3,2.5,(190),2018-07-09T00:59:30.270000Z
122576,201807090244,122576,32.842,35.586,4.0, 7/09/2018 (190)  2:45:23.950,25,25,,2.5,2.7,(190),2018-07-09T02:45:23.950000Z
122577,201807090456,122577,32.855,35.563,0.0, 7/09/2018 (190)  4:58:26.540,10,10,,1.4,,(190),2018-07-09T04:58:26.540000Z
122578,201807090517,122578,32.827,35.58,19.0, 7/09/2018 (190)  5:19:03.510,9,9,,1.3,,(190),2018-07-09T05:19:03.510000Z
122579,201807090518,122579,32.863,35.563,1.0, 7/09/2018 (190)  5:19:40.930,17,17,,2.1,,(190),2018-07-09T05:19:40.930000Z
122580,201807090525,122580,32.869,35.574,5.0, 7/09/2018 (190)  5:26:40.020,20,20,,2.1,2.1,(190),2018-07-09T05:26:40.020000Z
122581,201807090544,122581,32.837,35.589,4.0, 7/09/2018 (190)  5:45:24.560,19,19,,2.2,2.0,(190),2018-07-09T05:45:24.560000Z
122582,201807090600,122582,32.844,35.586,5.0, 7/09/2018 (190)  6:01:12.780,23,23,,2.4,2.4,(190),2018-07-09T06:01:12.780000Z
122583,201807090601,122583,32.836,35.586,0.0, 7/09/2018 (190)  6:03:18.860,14,14,,1.7,1.7,(190),2018-07-09T06:03:18.860000Z
122584,201807090627,122584,32.832,35.605,4.0, 7/09/2018 (190)  6:29:56.860,8,8,,1.4,,(190),2018-07-09T06:29:56.860000Z
122585,201807090628,122585,32.832,35.595,0.0, 7/09/2018 (190)  6:30:28.460,11,11,,1.3,,(190),2018-07-09T06:30:28.460000Z
122586,201807090714,122586,32.813,35.593,4.0, 7/09/2018 (190)  7:16:35.140,7,7,,1.3,,(190),2018-07-09T07:16:35.140000Z
122587,201807090742,122587,32.835,35.604,1.0, 7/09/2018 (190)  7:43:54.640,8,8,,1.2,,(190),2018-07-09T07:43:54.640000Z
122588,201807090810,122588,32.839,35.581,0.0, 7/09/2018 (190)  8:12:51.070,7,7,,1.5,,(190),2018-07-09T08:12:51.070000Z
122589,201807090816,122589,32.837,35.611,15.0, 7/09/2018 (190)  8:17:47.440,11,11,,1.7,,(190),2018-07-09T08:17:47.440000Z
122590,201807090827,122590,32.83,35.586,4.0, 7/09/2018 (190)  8:29:10.640,17,17,,1.7,1.6,(190),2018-07-09T08:29:10.640000Z
122591,201807091222,122591,30.182,35.196,13.0, 7/09/2018 (190) 12:24:21.550,12,12,,1.7,1.6,(190),2018-07-09T12:24:21.550000Z
122592,201807091223,122592,32.84,35.578,3.0, 7/09/2018 (190) 12:24:50.060,11,11,,1.3,,(190),2018-07-09T12:24:50.060000Z
122593,201807091352,122593,29.014,34.707,0.0, 7/09/2018 (190) 13:54:25.590,12,12,,1.8,,(190),2018-07-09T13:54:25.590000Z
122594,201807091412,122594,32.845,35.589,4.0, 7/09/2018 (190) 14:14:29.660,23,23,,1.8,,(190),2018-07-09T14:14:29.660000Z
122595,201807091444,122595,32.825,35.6,3.0, 7/09/2018 (190) 14:46:45.300,9,9,,1.5,,(190),2018-07-09T14:46:45.300000Z
122596,201807091457,122596,32.826,35.594,25.0, 7/09/2018 (190) 14:59:35.670,5,5,,1.2,,(190),2018-07-09T14:59:35.670000Z
122597,201807091514,122597,32.852,35.584,4.0, 7/09/2018 (190) 15:16:06.220,35,35,,3.0,3.0,(190),2018-07-09T15:16:06.220000Z
122598,201807091525,122598,32.847,35.597,3.0, 7/09/2018 (190) 15:27:34.860,15,15,,1.6,,(190),2018-07-09T15:27:34.860000Z
122599,201807091835,122599,32.847,35.583,1.0, 7/09/2018 (190) 18:36:59.710,25,25,,1.8,1.7,(190),2018-07-09T18:36:59.710000Z
122600,201807091929,122600,32.843,35.593,4.0, 7/09/2018 (190) 19:31:16.750,27,27,,1.7,,(190),2018-07-09T19:31:16.750000Z
122601,201807091950,122601,33.284,35.43,0.0, 7/09/2018 (190) 19:52:14.180,15,15,,1.7,,(190),2018-07-09T19:52:14.180000Z
122602,201807092028,122602,32.833,35.602,0.0, 7/09/2018 (190) 20:30:17.340,13,13,,1.3,,(190),2018-07-09T20:30:17.340000Z
122603,201807092041,122603,32.839,35.585,3.0, 7/09/2018 (190) 20:42:50.560,22,22,,1.8,1.7,(190),2018-07-09T20:42:50.560000Z
122604,201807092043,122604,32.873,35.578,5.0, 7/09/2018 (190) 20:44:16.520,15,15,,1.4,,(190),2018-07-09T20:44:16.520000Z
122605,201807092045,122605,32.852,35.584,0.0, 7/09/2018 (190) 20:45:53.930,14,14,,1.3,,(190),2018-07-09T20:45:53.930000Z
122606,201807092046,122606,32.867,35.583,6.0, 7/09/2018 (190) 20:46:56.340,13,13,,1.0,,(190),2018-07-09T20:46:56.340000Z
122607,201807092052,122607,32.865,35.588,8.0, 7/09/2018 (190) 20:54:06.510,9,9,,0.9,,(190),2018-07-09T20:54:06.510000Z
122608,201807092105,122608,32.861,35.589,5.0, 7/09/2018 (190) 21:07:14.460,12,12,,1.0,,(190),2018-07-09T21:07:14.460000Z
122609,201807092205,122609,32.838,35.582,3.0, 7/09/2018 (190) 22:06:12.820,11,11,,0.9,,(190),2018-07-09T22:06:12.820000Z
122610,201807092209,122610,32.829,35.577,13.0, 7/09/2018 (190) 22:11:07.780,9,9,,0.7,,(190),2018-07-09T22:11:07.780000Z
122611,201807092214,122611,32.848,35.572,3.0, 7/09/2018 (190) 22:16:37.980,7,7,,0.7,,(190),2018-07-09T22:16:37.980000Z
122612,201807092243,122612,32.844,35.599,1.0, 7/09/2018 (190) 22:45:18.440,15,15,,0.9,1.0,(190),2018-07-09T22:45:18.440000Z
122613,201807092255,122613,32.838,35.588,3.0, 7/09/2018 (190) 22:57:21.180,13,13,,0.8,,(190),2018-07-09T22:57:21.180000Z
122614,201807092257,122614,32.859,35.56,0.0, 7/09/2018 (190) 22:59:09.640,6,6,,0.6,,(190),2018-07-09T22:59:09.640000Z
122615,201807092324,122615,32.869,35.584,0.0, 7/09/2018 (190) 23:26:08.760,15,15,,1.1,1.0,(190),2018-07-09T23:26:08.760000Z
122616,201807100005,122616,32.868,35.548,1.0, 7/10/2018 (191)  0:06:22.310,4,4,,0.5,,(191),2018-07-10T00:06:22.310000Z
122617,201807100015,122617,32.888,35.557,5.0, 7/10/2018 (191)  0:16:55.840,10,10,,1.0,,(191),2018-07-10T00:16:55.840000Z
122618,201807100034,122618,32.865,35.592,0.0, 7/10/2018 (191)  0:35:26.030,7,7,,0.8,,(191),2018-07-10T00:35:26.030000Z
122619,201807100128,122619,32.835,35.586,1.0, 7/10/2018 (191)  1:29:02.170,15,15,,1.9,1.8,(191),2018-07-10T01:29:02.170000Z
122620,201807100235,122620,32.841,35.591,0.0, 7/10/2018 (191)  2:36:48.570,20,20,,1.2,,(191),2018-07-10T02:36:48.570000Z
122621,201807100338,122621,32.861,35.572,0.0, 7/10/2018 (191)  3:39:46.430,16,16,,1.9,1.8,(191),2018-07-10T03:39:46.430000Z
122622,201807100527,122622,32.871,35.571,0.0, 7/10/2018 (191)  5:28:31.310,12,12,,1.5,,(191),2018-07-10T05:28:31.310000Z
122623,201807100737,122623,32.852,35.59,0.0, 7/10/2018 (191)  7:39:27.820,8,8,,1.3,,(191),2018-07-10T07:39:27.820000Z
122624,201807101254,122624,32.855,35.592,5.0, 7/10/2018 (191) 12:56:27.600,10,10,,1.4,,(191),2018-07-10T12:56:27.600000Z
122625,201807101404,122625,32.893,35.569,5.0, 7/10/2018 (191) 14:05:46.610,6,6,,1.2,,(191),2018-07-10T14:05:46.610000Z
122626,201807101521,122626,32.847,35.59,4.0, 7/10/2018 (191) 15:22:37.700,16,16,,1.6,1.5,(191),2018-07-10T15:22:37.700000Z
122627,201807101524,122627,32.867,35.556,4.0, 7/10/2018 (191) 15:26:05.450,10,10,,1.3,,(191),2018-07-10T15:26:05.450000Z
122628,201807101545,122628,32.836,35.557,0.0, 7/10/2018 (191) 15:47:06.130,8,8,,1.0,,(191),2018-07-10T15:47:06.130000Z
122629,201807101604,122629,32.861,35.569,2.0, 7/10/2018 (191) 16:05:51.560,6,6,,0.8,,(191),2018-07-10T16:05:51.560000Z
122630,201807101910,122630,32.87,35.57,0.0, 7/10/2018 (191) 19:11:24.170,8,8,,0.9,,(191),2018-07-10T19:11:24.170000Z
122631,201807101918,122631,32.838,35.587,0.0, 7/10/2018 (191) 19:19:43.620,12,12,,1.3,,(191),2018-07-10T19:19:43.620000Z
122632,201807101924,122632,32.836,35.587,0.0, 7/10/2018 (191) 19:25:20.390,22,22,,2.3,2.3,(191),2018-07-10T19:25:20.390000Z
122633,201807101930,122633,32.82,35.592,0.0, 7/10/2018 (191) 19:31:54.930,18,18,,1.6,,(191),2018-07-10T19:31:54.930000Z
122634,201807101951,122634,32.86,35.564,2.0, 7/10/2018 (191) 19:53:14.860,6,6,,0.9,,(191),2018-07-10T19:53:14.860000Z
122635,201807102014,122635,32.828,35.596,4.0, 7/10/2018 (191) 20:15:55.180,19,19,,1.6,1.5,(191),2018-07-10T20:15:55.180000Z
122636,201807102135,122636,34.67,33.332,1.0, 7/10/2018 (191) 21:36:29.550,17,17,,2.0,,(191),2018-07-10T21:36:29.550000Z
122637,201807102201,122637,32.831,35.591,2.0, 7/10/2018 (191) 22:02:50.280,10,10,,1.0,,(191),2018-07-10T22:02:50.280000Z
122638,201807102303,122638,32.865,35.574,0.0, 7/10/2018 (191) 23:04:15.560,23,23,,2.4,2.4,(191),2018-07-10T23:04:15.560000Z
122639,201807102333,122639,32.835,35.574,0.0, 7/10/2018 (191) 23:36:41.160,13,13,,1.3,,(191),2018-07-10T23:36:41.160000Z
122640,201807102345,122640,32.822,35.587,0.0, 7/10/2018 (191) 23:47:08.880,11,11,,1.1,,(191),2018-07-10T23:47:08.880000Z
122641,201807102350,122641,32.825,35.579,5.0, 7/10/2018 (191) 23:51:48.460,9,9,,1.0,,(191),2018-07-10T23:51:48.460000Z
122642,201807110008,122642,32.872,35.556,5.0, 7/11/2018 (192)  0:09:10.040,27,27,,1.1,,(192),2018-07-11T00:09:10.040000Z
122643,201807110009,122643,32.86,35.564,4.0, 7/11/2018 (192)  0:10:01.920,18,18,,0.8,,(192),2018-07-11T00:10:01.920000Z
122644,201807110013,122644,32.869,35.57,3.0, 7/11/2018 (192)  0:13:52.390,30,30,,1.3,,(192),2018-07-11T00:13:52.390000Z
122645,201807110020,122645,32.84,35.591,6.0, 7/11/2018 (192)  0:21:09.150,48,48,,2.2,2.1,(192),2018-07-11T00:21:09.150000Z
