evid,evname,prefor,lat,lon,depth,time,nass,ndef,mb,ms,ml,emodelx,emodely,emodelz,Unknown,UTCtime,orid,etype,dtype,msid,mlid,algorithm,auth,lddate
122708,201807140900.0,21397.0,32.8334,35.5514,0.0, 7/14/2018 (195)  9:02:50.110,10,10,,1.1,,0.155365,0.111823,0.0724288,(195),2018-07-14T09:02:50.110000Z,,,,,,,,
122709,201807141124.0,21398.0,32.8535,35.569,0.0, 7/14/2018 (195) 11:26:25.060,11,11,,1.3,,0.241431,0.252148,0.0667521,(195),2018-07-14T11:26:25.060000Z,,,,,,,,
122710,201807141420.0,21399.0,33.6733,35.6594,3.4627, 7/14/2018 (195) 14:21:38.960,13,13,,1.8,,0.42518,0.465933,0.411292,(195),2018-07-14T14:21:38.960000Z,,,,,,,,
122711,201807141534.0,21400.0,32.8241,35.5766,0.0, 7/14/2018 (195) 15:36:23.410,15,15,,1.5,,0.167067,0.267587,0.278531,(195),2018-07-14T15:36:23.410000Z,,,,,,,,
122712,201807141710.0,21401.0,32.8237,35.5901,0.0, 7/14/2018 (195) 17:11:46.580,19,19,,2.1,2.0,0.17143,0.165024,0.270298,(195),2018-07-14T17:11:46.580000Z,,,,,,,,
122713,201807142052.0,21402.0,33.1082,35.503,0.0, 7/14/2018 (195) 20:54:23.270,9,9,,1.3,,0.145797,0.147256,0.194566,(195),2018-07-14T20:54:23.270000Z,,,,,,,,
122714,201807142236.0,21403.0,32.8303,35.576,0.0, 7/14/2018 (195) 22:37:53.110,13,13,,1.3,,0.262508,0.273124,0.275167,(195),2018-07-14T22:37:53.110000Z,,,,,,,,
122715,201807150308.0,21404.0,32.826,35.5853,0.0, 7/15/2018 (196)  3:09:28.880,11,11,,1.4,,0.162452,0.163292,0.126636,(196),2018-07-15T03:09:28.880000Z,,,,,,,,
122716,201807150340.0,21405.0,34.5903,33.2027,10.6117, 7/15/2018 (196)  3:41:23.710,20,19,,2.2,,0.0964603,0.895987,0.899622,(196),2018-07-15T03:41:23.710000Z,,,,,,,,
122717,201807151020.0,21406.0,32.8599,35.5567,0.4484, 7/15/2018 (196) 10:22:05.650,16,16,,1.8,,0.136712,0.136712,0.143127,(196),2018-07-15T10:22:05.650000Z,,,,,,,,
122718,201807151029.0,21407.0,32.8687,35.591,0.0, 7/15/2018 (196) 10:30:55.510,10,10,,1.4,,0.109596,0.109596,0.114495,(196),2018-07-15T10:30:55.510000Z,,,,,,,,
122719,201807151056.0,21408.0,32.826,35.5986,13.1889, 7/15/2018 (196) 10:58:54.710,5,5,,1.3,,0.12823,0.123993,0.123993,(196),2018-07-15T10:58:54.710000Z,,,,,,,,
122720,201807151401.0,21409.0,32.8217,35.6059,4.0817, 7/15/2018 (196) 14:03:33.180,26,26,,2.0,,0.148772,0.12173,0.162307,(196),2018-07-15T14:03:33.180000Z,,,,,,,,
122721,201807151414.0,21410.0,32.8363,35.5761,10.0534, 7/15/2018 (196) 14:16:29.370,8,8,,1.5,,0.0530514,0.113934,0.113934,(196),2018-07-15T14:16:29.370000Z,,,,,,,,
122722,201807151554.0,21411.0,32.8234,35.5899,3.6277, 7/15/2018 (196) 15:55:33.100,28,28,,1.8,,0.117293,0.117293,0.122091,(196),2018-07-15T15:55:33.100000Z,,,,,,,,
122723,201807151757.0,21412.0,32.8303,35.586,0.0, 7/15/2018 (196) 17:58:31.540,23,23,,2.6,2.6,0.267616,0.268789,0.278296,(196),2018-07-15T17:58:31.540000Z,,,,,,,,
122724,201807151838.0,21413.0,32.838,35.5844,1.8692, 7/15/2018 (196) 18:39:29.270,20,20,,1.5,,0.150342,0.150342,0.152846,(196),2018-07-15T18:39:29.270000Z,,,,,,,,
122725,201807151859.0,21414.0,32.8555,35.5792,28.5382, 7/15/2018 (196) 19:01:27.120,8,8,,1.6,,0.144753,0.145232,0.141811,(196),2018-07-15T19:01:27.120000Z,,,,,,,,
122726,201807151948.0,21415.0,33.0368,36.069,2.1594, 7/15/2018 (196) 19:49:30.150,8,8,,1.1,,0.107287,0.222726,0.0973316,(196),2018-07-15T19:49:30.150000Z,,,,,,,,
122727,201807152020.0,21416.0,32.8647,35.5582,0.0, 7/15/2018 (196) 20:21:55.640,18,18,,1.5,,0.136629,0.136629,0.143069,(196),2018-07-15T20:21:55.640000Z,,,,,,,,
122728,201807160107.0,21417.0,32.8106,35.5849,25.9991, 7/16/2018 (197)  1:08:48.250,9,9,,1.0,,0.199733,0.195014,0.195361,(197),2018-07-16T01:08:48.250000Z,,,,,,,,
122729,201807160239.0,21418.0,32.8221,35.5802,0.0, 7/16/2018 (197)  2:41:26.410,20,20,,1.6,1.6,0.162716,0.169077,0.166655,(197),2018-07-16T02:41:26.410000Z,,,,,,,,
122730,201807160628.0,21419.0,32.8342,35.5532,0.0, 7/16/2018 (197)  6:30:35.810,7,7,,1.2,,0.149183,0.116599,0.129743,(197),2018-07-16T06:30:35.810000Z,,,,,,,,
122731,201807161246.0,21420.0,30.1685,35.1753,15.3788, 7/16/2018 (197) 12:47:11.040,8,8,,0.9,,0.130962,0.15971,0.233087,(197),2018-07-16T12:47:11.040000Z,,,,,,,,
122732,201807161312.0,21421.0,33.5194,35.7374,0.2962, 7/16/2018 (197) 13:14:29.480,6,6,,1.5,,0.170357,0.201338,0.302788,(197),2018-07-16T13:14:29.480000Z,,,,,,,,
122733,201807161313.0,21422.0,33.509,35.6914,0.2672, 7/16/2018 (197) 13:15:37.310,6,6,,1.4,,0.166024,0.192287,0.221298,(197),2018-07-16T13:15:37.310000Z,,,,,,,,
122734,201807161458.0,21423.0,27.6871,33.67,2.8818, 7/16/2018 (197) 14:58:30.900,15,15,,3.0,3.0,1.93922,1.20815,0.979122,(197),2018-07-16T14:58:30.900000Z,,,,,,,,
122735,201807161527.0,21424.0,32.8578,35.5842,0.0, 7/16/2018 (197) 15:29:14.840,9,9,,1.0,,0.0635685,0.0643925,0.111151,(197),2018-07-16T15:29:14.840000Z,,,,,,,,
122736,201807161839.0,21425.0,32.8568,35.5919,9.0718, 7/16/2018 (197) 18:40:55.460,7,7,,0.7,,0.154024,0.0609611,0.147802,(197),2018-07-16T18:40:55.460000Z,,,,,,,,
122737,201807162032.0,21426.0,32.8352,35.5698,0.0, 7/16/2018 (197) 20:33:17.580,24,24,,2.0,2.2,0.255691,0.266295,0.276418,(197),2018-07-16T20:33:17.580000Z,,,,,,,,
122738,201807162145.0,21427.0,32.8478,35.561,2.7741, 7/16/2018 (197) 21:47:46.950,7,7,,0.8,,0.0593899,0.102223,0.0651945,(197),2018-07-16T21:47:46.950000Z,,,,,,,,
122739,201807162146.0,21428.0,32.8629,35.5646,0.0, 7/16/2018 (197) 21:48:17.310,11,11,,0.9,,0.0486,0.104618,0.119522,(197),2018-07-16T21:48:17.310000Z,,,,,,,,
122740,201807170022.0,21429.0,32.8219,35.5966,22.0194, 7/17/2018 (198)  0:24:32.850,9,9,,1.1,,0.137583,0.141157,0.133466,(198),2018-07-17T00:24:32.850000Z,,,,,,,,
122741,201807170206.0,21430.0,32.8891,35.5556,8.1281, 7/17/2018 (198)  2:07:45.380,13,13,,1.3,,0.202553,0.212825,0.113532,(198),2018-07-17T02:07:45.380000Z,,,,,,,,
122742,201807170349.0,21431.0,32.187,35.7716,0.0, 7/17/2018 (198)  3:50:56.720,4,4,,1.4,,0.109036,0.19377,0.31012,(198),2018-07-17T03:50:56.720000Z,,,,,,,,
122743,201807170820.0,21432.0,32.871,35.5556,3.5044, 7/17/2018 (198)  8:21:56.980,15,15,,0.9,,0.0419149,0.0368428,0.0392411,(198),2018-07-17T08:21:56.980000Z,,,,,,,,
122744,201807170825.0,21433.0,32.7474,34.3299,23.2028, 7/17/2018 (198)  8:27:27.420,7,7,,1.6,,0.331584,0.392675,0.390228,(198),2018-07-17T08:27:27.420000Z,,,,,,,,
122745,201807171258.0,21434.0,32.8473,35.5528,0.0, 7/17/2018 (198) 13:00:01.030,9,9,,1.2,,0.107144,0.111899,0.0562803,(198),2018-07-17T13:00:01.030000Z,,,,,,,,
122746,201807171738.0,21435.0,32.8267,35.5771,0.0, 7/17/2018 (198) 17:39:14.490,24,24,,1.9,1.9,0.265799,0.276399,0.276662,(198),2018-07-17T17:39:14.490000Z,,,,,,,,
122747,201807171759.0,21436.0,32.8357,35.5751,0.0, 7/17/2018 (198) 18:01:36.580,16,16,,1.4,1.6,0.257914,0.268559,0.163745,(198),2018-07-17T18:01:36.580000Z,,,,,,,,
122748,201807181150.0,21437.0,30.2564,34.8051,35.5607, 7/18/2018 (199) 11:51:59.400,20,19,,1.4,,0.534353,0.628502,0.444303,(199),2018-07-18T11:51:59.400000Z,,,,,,,,
122749,201807181522.0,21438.0,32.8617,35.5761,0.4946, 7/18/2018 (199) 15:24:09.150,23,23,,2.1,2.1,0.236604,0.247404,0.255053,(199),2018-07-18T15:24:09.150000Z,,,,,,,,
122750,201807182047.0,21439.0,32.8283,35.5716,5.5283, 7/18/2018 (199) 20:49:30.030,30,30,,1.4,,0.0694194,0.0773256,0.100769,(199),2018-07-18T20:49:30.030000Z,,,,,,,,
122751,201807182122.0,21440.0,32.8622,35.5714,0.0, 7/18/2018 (199) 21:24:29.750,17,17,,1.8,1.6,0.141999,0.148474,0.15668,(199),2018-07-18T21:24:29.750000Z,,,,,,,,
122752,201807182123.0,21441.0,32.8562,35.5935,5.8033, 7/18/2018 (199) 21:24:54.380,20,20,,1.7,1.6,0.142028,0.113272,0.108449,(199),2018-07-18T21:24:54.380000Z,,,,,,,,
122753,201807182349.0,21442.0,32.8422,35.5623,10.3702, 7/18/2018 (199) 23:51:14.750,9,9,,1.1,,0.151564,0.145789,0.162648,(199),2018-07-18T23:51:14.750000Z,,,,,,,,
122754,201807190126.0,21443.0,32.8358,35.6003,3.078, 7/19/2018 (200)  1:28:00.090,21,21,,1.5,,0.160605,0.145163,0.154138,(200),2018-07-19T01:28:00.090000Z,,,,,,,,
122755,201807190337.0,21444.0,32.8395,35.5604,0.6826, 7/19/2018 (200)  3:39:34.200,7,7,,1.2,,0.060944,0.114567,0.16598,(200),2018-07-19T03:39:34.200000Z,,,,,,,,
122756,201807190536.0,21445.0,29.5044,34.9877,20.7639, 7/19/2018 (200)  5:38:03.270,10,10,,1.4,,0.143383,0.200453,0.255304,(200),2018-07-19T05:38:03.270000Z,,,,,,,,
122757,201807190746.0,21446.0,32.8263,35.6047,0.4218, 7/19/2018 (200)  7:47:55.070,13,13,,1.5,,0.257286,0.173524,0.167066,(200),2018-07-19T07:47:55.070000Z,,,,,,,,
122758,201807200108.0,21447.0,32.8436,35.5739,0.0, 7/20/2018 (201)  1:10:32.640,11,11,,1.3,,0.151001,0.157419,0.161564,(201),2018-07-20T01:10:32.640000Z,,,,,,,,
122759,201807200518.0,21448.0,29.2393,34.6922,0.1371, 7/20/2018 (201)  5:20:27.250,12,12,,1.8,,0.226732,0.272235,0.168074,(201),2018-07-20T05:20:27.250000Z,,,,,,,,
122760,201807201306.0,21449.0,32.8427,35.5691,1.843, 7/20/2018 (201) 13:07:39.870,7,7,,1.0,,0.107644,0.112441,0.118048,(201),2018-07-20T13:07:39.870000Z,,,,,,,,
122761,201807201523.0,21450.0,32.8129,35.5764,0.0, 7/20/2018 (201) 15:25:09.570,7,7,,0.8,,0.124434,0.071399,0.129165,(201),2018-07-20T15:25:09.570000Z,,,,,,,,
122762,201807201656.0,21451.0,32.8285,35.5845,0.1982, 7/20/2018 (201) 16:58:21.450,16,16,,1.4,,0.120308,0.161971,0.0910176,(201),2018-07-20T16:58:21.450000Z,,,,,,,,
122763,201807201659.0,21452.0,32.8055,35.5878,0.5475, 7/20/2018 (201) 17:01:17.920,6,6,,0.9,,0.128109,0.132856,0.106489,(201),2018-07-20T17:01:17.920000Z,,,,,,,,
122764,201807201851.0,21453.0,32.8282,35.5682,0.4459, 7/20/2018 (201) 18:52:55.740,14,14,,1.4,,0.11608,0.167553,0.183635,(201),2018-07-20T18:52:55.740000Z,,,,,,,,
122765,201807210055.0,21454.0,32.9815,35.5602,0.0, 7/21/2018 (202)  0:57:11.140,5,5,,0.6,,0.0767378,0.0713437,0.120969,(202),2018-07-21T00:57:11.140000Z,,,,,,,,
122766,201807210056.0,21455.0,32.8518,35.577,0.4625, 7/21/2018 (202)  0:57:43.920,15,15,,1.2,,0.114887,0.110043,0.117,(202),2018-07-21T00:57:43.920000Z,,,,,,,,
122767,201807210156.0,21456.0,32.8224,35.5871,2.7092, 7/21/2018 (202)  1:58:34.160,17,17,,1.6,,0.155841,0.162229,0.258317,(202),2018-07-21T01:58:34.160000Z,,,,,,,,
122768,201807210202.0,21457.0,32.8645,35.5699,0.0, 7/21/2018 (202)  2:04:12.440,13,13,,0.9,,0.244732,0.140508,0.0652106,(202),2018-07-21T02:04:12.440000Z,,,,,,,,
122769,201807210208.0,21458.0,33.3372,35.3998,7.8576, 7/21/2018 (202)  2:08:52.710,17,17,,1.5,,0.160905,0.184989,0.15149,(202),2018-07-21T02:08:52.710000Z,,,,,,,,
122770,201807210500.0,21459.0,32.837,35.581,0.0, 7/21/2018 (202)  5:02:36.790,11,11,,1.2,,0.0676843,0.268027,0.0520096,(202),2018-07-21T05:02:36.790000Z,,,,,,,,
122771,201807210743.0,21460.0,32.8313,35.5782,0.0, 7/21/2018 (202)  7:46:08.330,11,11,,1.1,,0.12323,0.273195,0.0657334,(202),2018-07-21T07:46:08.330000Z,,,,,,,,
122772,201807210848.0,21461.0,33.3275,35.354,16.0466, 7/21/2018 (202)  8:49:54.400,9,9,,1.4,,0.183911,0.186063,0.148677,(202),2018-07-21T08:49:54.400000Z,,,,,,,,
122773,201807211417.0,21462.0,32.895,35.5583,0.0, 7/21/2018 (202) 14:18:49.770,15,15,,1.6,,0.123901,0.217191,0.153897,(202),2018-07-21T14:18:49.770000Z,,,,,,,,
122774,201807211657.0,21463.0,33.754,32.2693,50.0, 7/21/2018 (202) 16:57:49.640,15,15,,2.3,,1.24539,0.42795,1.35347,(202),2018-07-21T16:57:49.640000Z,,,,,,,,
122775,201807220017.0,21464.0,32.8779,35.5485,0.4473, 7/22/2018 (203)  0:19:32.700,16,16,,0.8,,0.0307248,0.0582656,0.118805,(203),2018-07-22T00:19:32.700000Z,,,,,,,,
122776,201807220035.0,21465.0,33.0686,35.624,16.5044, 7/22/2018 (203)  0:36:58.280,9,9,,0.7,,0.0403952,0.0645702,0.0573568,(203),2018-07-22T00:36:58.280000Z,,,,,,,,
122777,201807220200.0,21466.0,32.8315,35.5631,4.3079, 7/22/2018 (203)  2:02:22.560,8,8,,1.0,,0.0482438,0.268823,0.107274,(203),2018-07-22T02:02:22.560000Z,,,,,,,,
122778,201807220640.0,21467.0,32.8471,35.5731,8.3538, 7/22/2018 (203)  6:41:26.130,55,55,,3.4,3.6,0.0372162,0.0379697,0.105317,(203),2018-07-22T06:41:26.130000Z,,,,,,,,
122779,201807220714.0,21468.0,32.8246,35.5715,0.0, 7/22/2018 (203)  7:15:43.110,9,9,,1.1,,0.123983,0.158977,0.126787,(203),2018-07-22T07:15:43.110000Z,,,,,,,,
122780,201807220719.0,21469.0,32.8366,35.5613,0.0, 7/22/2018 (203)  7:21:06.650,13,13,,1.7,,0.156708,0.150372,0.168944,(203),2018-07-22T07:21:06.650000Z,,,,,,,,
122781,201807220807.0,21470.0,32.8696,35.5523,0.0, 7/22/2018 (203)  8:08:25.830,9,9,,1.5,,0.220693,0.23141,0.162766,(203),2018-07-22T08:08:25.830000Z,,,,,,,,
122782,201807221531.0,21471.0,32.8536,35.5865,0.0, 7/22/2018 (203) 15:33:29.090,11,11,,1.2,,0.113033,0.1179,0.254988,(203),2018-07-22T15:33:29.090000Z,,,,,,,,
122783,201807221933.0,21472.0,32.8455,35.5871,6.6525, 7/22/2018 (203) 19:34:30.420,25,25,,1.6,,0.0726366,0.075935,0.0928195,(203),2018-07-22T19:34:30.420000Z,,,,,,,,
122784,201807222221.0,21473.0,32.8511,35.5766,0.0, 7/22/2018 (203) 22:22:42.920,18,18,,1.6,,0.148511,0.154966,0.26307,(203),2018-07-22T22:22:42.920000Z,,,,,,,,
122785,201807222246.0,21474.0,32.8322,35.5746,5.7822, 7/22/2018 (203) 22:48:17.700,11,11,,1.2,,0.2623,0.258299,0.148828,(203),2018-07-22T22:48:17.700000Z,,,,,,,,
122786,201807230316.0,21475.0,32.8344,35.5781,1.8731, 7/23/2018 (204)  3:18:08.520,17,17,,1.8,1.7,0.156376,0.149976,0.156551,(204),2018-07-23T03:18:08.520000Z,,,,,,,,
122787,201807230350.0,21476.0,34.9419,34.0387,5.8286, 7/23/2018 (204)  3:51:53.780,12,12,,2.2,,0.571831,0.839297,0.837176,(204),2018-07-23T03:51:53.780000Z,,,,,,,,
122788,201807240812.0,21477.0,32.8243,35.5975,0.0, 7/24/2018 (205)  8:13:10.960,17,17,,1.7,,0.265346,0.130146,0.125322,(205),2018-07-24T08:13:10.960000Z,,,,,,,,
122789,201807241157.0,21478.0,32.8367,35.5783,0.0, 7/24/2018 (205) 11:58:21.100,13,13,,1.6,,0.161858,0.155449,0.269943,(205),2018-07-24T11:58:21.100000Z,,,,,,,,
122790,201807241820.0,21479.0,30.5522,35.2759,7.9578, 7/24/2018 (205) 18:22:14.240,6,6,,0.7,,0.113664,0.121397,0.320576,(205),2018-07-24T18:22:14.240000Z,,,,,,,,
122791,201807241835.0,21480.0,32.8255,35.5926,1.1112, 7/24/2018 (205) 18:36:20.270,10,10,,1.0,,0.26126,0.0536618,0.0805855,(205),2018-07-24T18:36:20.270000Z,,,,,,,,
122792,201807241852.0,21481.0,30.552,35.166,8.9273, 7/24/2018 (205) 18:53:36.040,17,17,,1.8,,0.0831551,0.0888078,0.261563,(205),2018-07-24T18:53:36.040000Z,,,,,,,,
122793,201807242138.0,21482.0,32.83,35.5838,0.0, 7/24/2018 (205) 21:39:09.610,7,7,,0.7,,0.270347,0.120164,0.0693573,(205),2018-07-24T21:39:09.610000Z,,,,,,,,
122794,201807242344.0,21483.0,32.8715,35.5668,0.4842, 7/24/2018 (205) 23:45:12.900,14,14,,0.7,,0.0188522,0.0200453,0.0703394,(205),2018-07-24T23:45:12.900000Z,,,,,,,,
122795,201807250454.0,21484.0,33.151,35.5789,17.3505, 7/25/2018 (206)  4:56:04.220,9,9,,1.6,,0.175876,0.230482,0.248838,(206),2018-07-25T04:56:04.220000Z,,,,,,,,
122796,201807250704.0,21485.0,31.0402,35.4369,0.107, 7/25/2018 (206)  7:07:30.760,10,10,,1.6,,0.200713,0.247008,0.254532,(206),2018-07-25T07:07:30.760000Z,,,,,,,,
122797,201807250735.0,21486.0,29.491,34.0528,20.4689, 7/25/2018 (206)  7:36:29.940,14,14,,2.3,2.3,0.449273,0.757515,0.795638,(206),2018-07-25T07:36:29.940000Z,,,,,,,,
122798,201807251007.0,21487.0,32.8392,35.5805,0.1342, 7/25/2018 (206) 10:08:17.500,15,15,,1.8,1.6,0.154547,0.160973,0.159941,(206),2018-07-25T10:08:17.500000Z,,,,,,,,
122799,201807251050.0,21488.0,32.8446,35.5692,2.1876, 7/25/2018 (206) 10:52:05.260,21,21,,2.1,1.9,0.141534,0.246316,0.25905,(206),2018-07-25T10:52:05.260000Z,,,,,,,,
122800,201807251052.0,21489.0,32.8542,35.5747,0.0, 7/25/2018 (206) 10:54:19.610,13,13,,1.3,,0.0610093,0.0636977,0.118334,(206),2018-07-25T10:54:19.610000Z,,,,,,,,
122801,201807251340.0,21490.0,32.8312,35.5886,0.4847, 7/25/2018 (206) 13:42:39.810,21,21,,1.7,,0.158446,0.159507,0.165933,(206),2018-07-25T13:42:39.810000Z,,,,,,,,
122802,201807260040.0,21491.0,32.8063,35.5662,0.309, 7/26/2018 (207)  0:41:40.660,30,30,,1.6,,0.0437115,0.0546331,0.110295,(207),2018-07-26T00:41:40.660000Z,,,,,,,,
122803,201807260138.0,21492.0,32.8244,35.584,7.6447, 7/26/2018 (207)  1:39:04.070,18,18,,1.1,,0.0553947,0.0623532,0.017842,(207),2018-07-26T01:39:04.070000Z,,,,,,,,
122804,201807260139.0,21493.0,32.8279,35.5887,10.2114, 7/26/2018 (207)  1:39:47.040,22,22,,1.3,,0.0645858,0.0290458,0.0267282,(207),2018-07-26T01:39:47.040000Z,,,,,,,,
122805,201807260318.0,21494.0,33.0407,35.752,3.5944, 7/26/2018 (207)  3:19:12.340,12,12,,1.2,,0.0949936,0.0706849,0.101248,(207),2018-07-26T03:19:12.340000Z,,,,,,,,
122806,201807260322.0,21495.0,32.8033,35.6189,9.3905, 7/26/2018 (207)  3:23:14.420,12,12,,0.7,,0.024447,0.029318,0.0276892,(207),2018-07-26T03:23:14.420000Z,,,,,,,,
122807,201807260323.0,21496.0,32.8553,35.559,0.0, 7/26/2018 (207)  3:24:20.170,6,6,,0.5,,0.0231197,0.0306978,0.0291446,(207),2018-07-26T03:24:20.170000Z,,,,,,,,
122808,201807261716.0,21497.0,32.8215,35.5839,7.8934, 7/26/2018 (207) 17:17:10.550,22,22,,1.4,,0.0415189,0.0574863,0.063696,(207),2018-07-26T17:17:10.550000Z,,,,,,,,
122809,201807261751.0,21498.0,32.8157,35.5897,6.4187, 7/26/2018 (207) 17:52:28.690,32,32,,1.9,1.7,0.088817,0.0919342,0.0967946,(207),2018-07-26T17:52:28.690000Z,,,,,,,,
122810,201807261829.0,21499.0,32.8668,35.5751,2.2709, 7/26/2018 (207) 18:30:50.590,18,18,,1.0,,0.0294971,0.0247375,0.0313639,(207),2018-07-26T18:30:50.590000Z,,,,,,,,
122811,201807262158.0,21500.0,32.8355,35.5727,5.5066, 7/26/2018 (207) 21:59:21.080,20,20,,1.1,,0.043037,0.0395603,0.0591167,(207),2018-07-26T21:59:21.080000Z,,,,,,,,
122812,201807270850.0,21501.0,32.8737,35.5705,4.6345, 7/27/2018 (208)  8:51:18.320,46,46,,3.5,3.7,0.0448133,0.0520081,0.0477824,(208),2018-07-27T08:51:18.320000Z,,,,,,,,
122813,201807271003.0,21502.0,32.8574,35.5723,3.2292, 7/27/2018 (208) 10:05:02.720,15,15,,1.8,,0.101735,0.142105,0.111741,(208),2018-07-27T10:05:02.720000Z,,,,,,,,
122814,201807271004.0,21503.0,32.8703,35.5645,0.0, 7/27/2018 (208) 10:07:03.380,13,13,,1.4,,0.226891,0.107064,0.117982,(208),2018-07-27T10:07:03.380000Z,,,,,,,,
122815,201807271010.0,21504.0,32.8547,35.5751,0.0, 7/27/2018 (208) 10:12:04.840,23,23,,2.4,,0.146472,0.152934,0.118103,(208),2018-07-27T10:12:04.840000Z,,,,,,,,
122816,201807271034.0,21505.0,32.8347,35.5629,0.0, 7/27/2018 (208) 10:35:51.180,9,9,,1.2,,0.118546,0.113795,0.126681,(208),2018-07-27T10:35:51.180000Z,,,,,,,,
