evid,evname,prefor,lat,lon,depth,time,nass,ndef,mb,ms,ml,emodelx,emodely,emodelz,Unknown,UTCtime,orid,etype,dtype,msid,mlid,algorithm,auth,lddate
123591,201906070748.0,22276.0,29.8404,35.0631,9.1965, 6/07/2019 (158)  7:50:17.480,8,8,,1.6,,0.0762642,0.0976003,0.135626,(158),2019-06-07T07:50:17.480000Z,,,,,,,,
123592,201906071336.0,22277.0,29.817,35.0704,12.2688, 6/07/2019 (158) 13:37:10.950,8,8,,0.6,,0.133667,0.181221,0.242583,(158),2019-06-07T13:37:10.950000Z,,,,,,,,
123593,201906090339.0,22278.0,33.257,35.6679,10.3984, 6/09/2019 (160)  3:40:42.440,29,29,,1.8,,0.10801,0.109482,0.120544,(160),2019-06-09T03:40:42.440000Z,,,,,,,,
123594,201906090632.0,22279.0,31.4331,35.4225,31.6589, 6/09/2019 (160)  6:34:29.850,33,33,,1.9,,0.0561506,0.295602,0.282976,(160),2019-06-09T06:34:29.850000Z,,,,,,,,
123595,201906092013.0,22280.0,33.8188,35.0996,19.8183, 6/09/2019 (160) 20:14:53.290,24,24,,2.2,2.1,0.694847,0.725721,0.71963,(160),2019-06-09T20:14:53.290000Z,,,,,,,,
123596,201906100503.0,22281.0,30.5906,35.3698,21.4836, 6/10/2019 (161)  5:05:07.750,12,12,,1.7,,0.0439361,0.240303,0.234953,(161),2019-06-10T05:05:07.750000Z,,,,,,,,
123597,201906100555.0,22282.0,32.3481,35.3637,0.4841, 6/10/2019 (161)  5:56:33.320,24,24,,1.7,,0.030101,0.167675,0.182282,(161),2019-06-10T05:56:33.320000Z,,,,,,,,
123598,201906100705.0,22283.0,27.902,33.3524,14.4736, 6/10/2019 (161)  7:06:48.900,10,10,,2.8,2.6,1.8608,1.92269,2.054,(161),2019-06-10T07:06:48.900000Z,,,,,,,,
123599,201906110657.0,22284.0,30.5884,35.3469,19.5168, 6/11/2019 (162)  6:58:26.490,31,31,,2.2,2.1,0.199844,0.217778,0.213697,(162),2019-06-11T06:58:26.490000Z,,,,,,,,
123600,201906111546.0,22285.0,33.6377,36.4327,1.732, 6/11/2019 (162) 15:47:46.390,12,12,,1.7,,0.6947,0.45644,0.821404,(162),2019-06-11T15:47:46.390000Z,,,,,,,,
123601,201906111746.0,22286.0,33.8888,35.8882,6.8586, 6/11/2019 (162) 17:47:26.700,20,20,,2.2,,0.627211,0.678993,0.864775,(162),2019-06-11T17:47:26.700000Z,,,,,,,,
123602,201906120043.0,22287.0,30.5746,35.3476,17.9722, 6/12/2019 (163)  0:45:06.840,23,23,,1.5,,0.195937,0.208401,0.20949,(163),2019-06-12T00:45:06.840000Z,,,,,,,,
123603,201906120530.0,22288.0,30.5889,35.3694,18.5773, 6/12/2019 (163)  5:31:23.360,12,12,,1.9,1.7,0.135151,0.240614,0.403243,(163),2019-06-12T05:31:23.360000Z,,,,,,,,
123604,201906121719.0,22289.0,30.5947,35.3787,20.2596, 6/12/2019 (163) 17:20:38.900,16,16,,1.7,,0.0430136,0.239202,0.229998,(163),2019-06-12T17:20:38.900000Z,,,,,,,,
123605,201906122038.0,22290.0,33.5562,35.5019,9.2934, 6/12/2019 (163) 20:39:38.500,10,10,,1.3,,0.36486,0.375218,0.535512,(163),2019-06-12T20:39:38.500000Z,,,,,,,,
123606,201906130243.0,22291.0,30.5784,35.3482,18.9499, 6/13/2019 (164)  2:44:57.200,20,20,,1.8,,0.0902276,0.214181,0.0891528,(164),2019-06-13T02:44:57.200000Z,,,,,,,,
123607,201906140253.0,22292.0,33.5051,35.1864,6.6197, 6/14/2019 (165)  2:55:05.830,17,17,,1.7,,0.223008,0.231826,0.235594,(165),2019-06-14T02:55:05.830000Z,,,,,,,,
123608,201906140255.0,22293.0,33.7713,35.2872,7.7017, 6/14/2019 (165)  2:57:15.030,14,14,,1.6,,0.280028,0.278282,0.329668,(165),2019-06-14T02:57:15.030000Z,,,,,,,,
123609,201906140855.0,22294.0,33.8318,35.8086,6.1385, 6/14/2019 (165)  8:57:16.090,17,17,,2.2,,0.570871,0.618866,0.814802,(165),2019-06-14T08:57:16.090000Z,,,,,,,,
123610,201906141526.0,22295.0,33.748,35.8742,5.761, 6/14/2019 (165) 15:27:45.050,19,19,,2.5,2.3,0.506767,0.56048,0.743496,(165),2019-06-14T15:27:45.050000Z,,,,,,,,
123611,201906150618.0,22296.0,30.2045,35.1911,23.3132, 6/15/2019 (166)  6:20:25.430,11,11,,1.3,,0.278491,0.284484,0.429279,(166),2019-06-15T06:20:25.430000Z,,,,,,,,
123612,201906150712.0,22297.0,34.6153,34.0935,8.773, 6/15/2019 (166)  7:13:07.360,28,28,,2.3,,0.136261,0.242648,1.63996,(166),2019-06-15T07:13:07.360000Z,,,,,,,,
123613,201906151005.0,22298.0,32.8823,35.5872,8.1072, 6/15/2019 (166) 10:06:51.620,42,42,,1.9,,0.0735426,0.085853,0.0997161,(166),2019-06-15T10:06:51.620000Z,,,,,,,,
123614,201906151934.0,22299.0,33.3398,35.7745,6.8303, 6/15/2019 (166) 19:36:10.880,25,25,,1.6,,0.115497,0.176528,0.193133,(166),2019-06-15T19:36:10.880000Z,,,,,,,,
123615,201906152041.0,22300.0,33.3404,35.4267,1.9723, 6/15/2019 (166) 20:42:53.860,44,44,,1.7,,0.158247,0.157023,0.192473,(166),2019-06-15T20:42:53.860000Z,,,,,,,,
123616,201906152306.0,22301.0,28.49,34.7906,5.5537, 6/15/2019 (166) 23:06:50.960,16,16,,3.0,3.0,1.10833,0.546947,0.63013,(166),2019-06-15T23:06:50.960000Z,,,,,,,,
123617,201906152324.0,22302.0,33.9147,36.068,1.214, 6/15/2019 (166) 23:26:03.480,13,13,,1.8,,0.713179,0.771858,0.931779,(166),2019-06-15T23:26:03.480000Z,,,,,,,,
123618,201906160120.0,22303.0,33.1939,35.4588,7.1985, 6/16/2019 (167)  1:22:00.090,27,27,,1.2,,0.02357,0.0574567,0.0550506,(167),2019-06-16T01:22:00.090000Z,,,,,,,,
123619,201906160327.0,22304.0,30.5822,35.3668,18.0205, 6/16/2019 (167)  3:29:00.930,22,22,,1.8,,0.20123,0.220066,0.215152,(167),2019-06-16T03:29:00.930000Z,,,,,,,,
123620,201906171545.0,22305.0,29.876,35.0043,9.6185, 6/17/2019 (168) 15:47:58.410,16,16,,1.3,,0.0464103,0.0547152,0.073061,(168),2019-06-17T15:47:58.410000Z,,,,,,,,
123621,201906171616.0,22306.0,33.6907,36.5007,3.6424, 6/17/2019 (168) 16:17:23.780,13,13,,1.8,,0.752978,0.818377,0.880064,(168),2019-06-17T16:17:23.780000Z,,,,,,,,
123622,201906181528.0,22307.0,32.7677,35.5163,3.9094, 6/18/2019 (169) 15:30:30.460,9,9,,1.0,,0.166595,0.286794,0.0674125,(169),2019-06-18T15:30:30.460000Z,,,,,,,,
123623,201906191834.0,22308.0,33.78,35.8572,6.5262, 6/19/2019 (170) 18:36:03.750,37,37,,2.0,,0.529344,0.247138,0.581151,(170),2019-06-19T18:36:03.750000Z,,,,,,,,
123624,201906192231.0,22309.0,32.8814,35.5406,4.792, 6/19/2019 (170) 22:32:51.110,28,28,,1.4,,0.0560814,0.0476184,0.0692798,(170),2019-06-19T22:32:51.110000Z,,,,,,,,
123625,201906192330.0,22310.0,33.2078,35.5861,1.561, 6/19/2019 (170) 23:32:14.650,8,8,,0.7,,0.0194391,0.0458858,0.0773317,(170),2019-06-19T23:32:14.650000Z,,,,,,,,
123626,201906200256.0,22311.0,30.5406,35.2831,21.5776, 6/20/2019 (171)  2:57:20.420,18,18,,1.6,,0.201165,0.215136,0.339756,(171),2019-06-20T02:57:20.420000Z,,,,,,,,
123627,201906200955.0,22312.0,32.3544,34.9099,3.8021, 6/20/2019 (171)  9:57:32.240,6,6,,1.0,,0.170664,0.18228,0.0900136,(171),2019-06-20T09:57:32.240000Z,,,,,,,,
123628,201906210815.0,22313.0,30.3296,34.8677,13.5082, 6/21/2019 (172)  8:17:07.840,6,6,,1.0,,0.171144,0.269595,0.182879,(172),2019-06-21T08:17:07.840000Z,,,,,,,,
123629,201906210845.0,22314.0,34.6933,33.4222,19.5867, 6/21/2019 (172)  8:45:56.120,6,6,,2.1,,0.309687,0.331233,0.478059,(172),2019-06-21T08:45:56.120000Z,,,,,,,,
123630,201906220003.0,22315.0,33.2527,34.7576,21.7666, 6/22/2019 (173)  0:04:59.850,17,17,,1.5,,0.182162,0.255003,0.259067,(173),2019-06-22T00:04:59.850000Z,,,,,,,,
123631,201906222244.0,22316.0,31.4198,35.3676,8.7067, 6/22/2019 (173) 22:46:15.940,25,25,,1.7,,0.0771485,0.060227,0.0824079,(173),2019-06-22T22:46:15.940000Z,,,,,,,,
123632,201906230111.0,22317.0,32.7772,35.2325,9.361, 6/23/2019 (174)  1:13:24.120,13,13,,1.3,,0.153226,0.181622,0.133466,(174),2019-06-23T01:13:24.120000Z,,,,,,,,
123633,201906231304.0,22318.0,29.7565,35.0507,0.0, 6/23/2019 (174) 13:06:03.520,10,10,,1.3,,0.0635948,0.0653106,0.112586,(174),2019-06-23T13:06:03.520000Z,,,,,,,,
123634,201906231748.0,22319.0,32.6035,35.1699,20.7981, 6/23/2019 (174) 17:50:22.360,30,30,,1.6,,0.216304,0.217567,0.233728,(174),2019-06-23T17:50:22.360000Z,,,,,,,,
123635,201906232006.0,22320.0,32.8131,35.6356,21.632, 6/23/2019 (174) 20:07:36.450,14,14,,1.0,,0.0940309,0.211472,0.282892,(174),2019-06-23T20:07:36.450000Z,,,,,,,,
123636,201906240546.0,22321.0,33.2886,35.5209,0.3847, 6/24/2019 (175)  5:48:48.200,16,16,,1.2,,0.0567403,0.0347521,0.105968,(175),2019-06-24T05:48:48.200000Z,,,,,,,,
123637,201906241555.0,22322.0,29.1533,32.7841,0.3429, 6/24/2019 (175) 15:55:43.490,14,14,,2.9,2.6,0.772881,1.03561,0.780499,(175),2019-06-24T15:55:43.490000Z,,,,,,,,
123638,201906251620.0,22323.0,29.3287,32.6988,0.3799, 6/25/2019 (176) 16:21:20.460,18,18,,3.6,3.6,1.70478,1.04941,1.04966,(176),2019-06-25T16:21:20.460000Z,,,,,,,,
123639,201906260710.0,22324.0,27.6192,34.211,0.0, 6/26/2019 (177)  7:11:13.950,12,12,,3.5,3.6,0.373766,0.390567,0.53426,(177),2019-06-26T07:11:13.950000Z,,,,,,,,
123640,201906260852.0,22325.0,31.168,35.51,7.5398, 6/26/2019 (177)  8:53:42.130,61,61,,3.8,,0.0645237,0.0935568,0.286045,(177),2019-06-26T08:53:42.130000Z,,,,,,,,
123641,201906260856.0,22326.0,31.1725,35.4816,16.0413, 6/26/2019 (177)  8:57:18.870,46,46,,2.6,2.5,0.0752442,0.129964,0.125596,(177),2019-06-26T08:57:18.870000Z,,,,,,,,
123642,201906260900.0,22327.0,31.1646,35.5146,8.7286, 6/26/2019 (177)  9:01:54.140,71,71,,3.1,3.3,0.0679378,0.129362,0.131873,(177),2019-06-26T09:01:54.140000Z,,,,,,,,
123643,201906260904.0,22328.0,31.1566,35.5017,8.048, 6/26/2019 (177)  9:06:24.240,23,23,,2.8,,0.212782,0.40023,0.4431,(177),2019-06-26T09:06:24.240000Z,,,,,,,,
123644,201906260919.0,22329.0,31.157,35.4886,8.1941, 6/26/2019 (177)  9:20:49.880,18,18,,2.0,,0.0258708,0.206579,0.0460239,(177),2019-06-26T09:20:49.880000Z,,,,,,,,
123645,201906260934.0,22330.0,31.1602,35.4937,8.4902, 6/26/2019 (177)  9:35:51.320,36,36,,2.2,,0.0268766,0.124501,0.125184,(177),2019-06-26T09:35:51.320000Z,,,,,,,,
123646,201906261021.0,22331.0,31.145,35.4778,0.4322, 6/26/2019 (177) 10:23:14.700,12,12,,2.0,,0.216017,0.230605,0.399782,(177),2019-06-26T10:23:14.700000Z,,,,,,,,
123647,201906261035.0,22332.0,31.1582,35.4989,4.4842, 6/26/2019 (177) 10:37:00.920,20,20,,2.1,,0.0919659,0.218207,0.395566,(177),2019-06-26T10:37:00.920000Z,,,,,,,,
123648,201906261219.0,22333.0,31.1618,35.4886,9.3312, 6/26/2019 (177) 12:20:20.980,49,49,,3.3,,0.134934,0.0412348,0.275438,(177),2019-06-26T12:20:20.980000Z,,,,,,,,
123649,201906270350.0,22334.0,29.0079,34.7664,1.2849, 6/27/2019 (178)  3:51:31.900,10,10,,2.1,,0.684088,0.789541,0.608439,(178),2019-06-27T03:51:31.900000Z,,,,,,,,
123650,201906270820.0,22335.0,29.1588,32.833,0.1147, 6/27/2019 (178)  8:21:18.800,18,18,,2.9,2.8,1.68881,1.69515,1.70394,(178),2019-06-27T08:21:18.800000Z,,,,,,,,
123651,201906280852.0,22336.0,32.127,35.2744,19.9782, 6/28/2019 (179)  8:53:59.600,32,32,,1.9,,0.223182,0.266347,0.265466,(179),2019-06-28T08:53:59.600000Z,,,,,,,,
123652,201906280915.0,22337.0,32.1272,35.294,21.3057, 6/28/2019 (179)  9:16:10.850,53,53,,2.1,,0.200096,0.208604,0.133507,(179),2019-06-28T09:16:10.850000Z,,,,,,,,
123653,201906281917.0,22338.0,28.8919,34.6343,3.5965, 6/28/2019 (179) 19:19:08.130,18,18,,2.1,,0.145764,0.799736,0.899544,(179),2019-06-28T19:19:08.130000Z,,,,,,,,
123654,201906282131.0,22339.0,34.5913,33.7579,13.0519, 6/28/2019 (179) 21:32:02.020,32,32,,2.0,,0.298304,0.531146,0.971728,(179),2019-06-28T21:32:02.020000Z,,,,,,,,
123655,201906290541.0,22340.0,31.9815,35.2235,0.3717, 6/29/2019 (180)  5:43:17.730,72,72,,3.1,,0.14354,0.200284,0.236069,(180),2019-06-29T05:43:17.730000Z,,,,,,,,
123656,201906290612.0,22341.0,29.1566,32.644,0.2906, 6/29/2019 (180)  6:13:32.550,13,13,,2.8,,1.79267,1.08704,1.81654,(180),2019-06-29T06:13:32.550000Z,,,,,,,,
123657,201906300019.0,22342.0,32.1311,35.2829,21.0116, 6/30/2019 (181)  0:21:11.580,45,45,,1.8,,0.195631,0.211497,0.224076,(181),2019-06-30T00:21:11.580000Z,,,,,,,,
123658,201906300614.0,22343.0,28.697,33.1253,27.9424, 6/30/2019 (181)  6:15:23.170,10,10,,2.3,,0.686278,0.701594,0.727043,(181),2019-06-30T06:15:23.170000Z,,,,,,,,
123659,201906301317.0,22344.0,34.7408,34.2613,50.0, 6/30/2019 (181) 13:17:40.020,21,21,,2.3,,0.669507,0.701394,0.312283,(181),2019-06-30T13:17:40.020000Z,,,,,,,,
123660,201906302024.0,22345.0,34.1101,34.8759,0.6858, 6/30/2019 (181) 20:25:20.610,13,13,,1.8,,0.26805,0.204167,0.481624,(181),2019-06-30T20:25:20.610000Z,,,,,,,,
123661,201907011846.0,22346.0,30.0981,35.202,9.6036, 7/01/2019 (182) 18:47:58.830,10,10,,1.5,,0.180558,0.192956,0.143066,(182),2019-07-01T18:47:58.830000Z,,,,,,,,
123662,201907011919.0,22347.0,32.5272,35.5148,16.6096, 7/01/2019 (182) 19:20:14.180,33,33,,1.6,,0.152659,0.123667,0.117355,(182),2019-07-01T19:20:14.180000Z,,,,,,,,
123663,201907011933.0,22348.0,32.8814,35.5374,0.5476, 7/01/2019 (182) 19:34:52.590,11,11,,1.3,,0.200948,0.211646,0.0547768,(182),2019-07-01T19:34:52.590000Z,,,,,,,,
123664,201907020015.0,22349.0,33.2351,35.6023,39.9443, 7/02/2019 (183)  0:15:38.750,11,11,,1.1,,0.0795366,0.0675372,0.179974,(183),2019-07-02T00:15:38.750000Z,,,,,,,,
123665,201907020342.0,22350.0,32.1988,35.5185,19.9908, 7/02/2019 (183)  3:43:48.640,66,66,,2.5,,0.0447198,0.181974,0.178274,(183),2019-07-02T03:43:48.640000Z,,,,,,,,
123666,201907020641.0,22351.0,32.2012,35.4859,17.583, 7/02/2019 (183)  6:42:42.990,40,40,,2.0,,0.156536,0.0984622,0.158424,(183),2019-07-02T06:42:42.990000Z,,,,,,,,
123667,201907022053.0,22352.0,30.1164,32.6889,1.7548, 7/02/2019 (183) 20:54:51.920,18,18,,2.5,,0.376149,0.708145,0.428981,(183),2019-07-02T20:54:51.920000Z,,,,,,,,
123668,201907031542.0,22353.0,32.759,35.5688,9.8517, 7/03/2019 (184) 15:43:57.920,11,11,,0.9,,0.307091,0.316274,0.0830474,(184),2019-07-03T15:43:57.920000Z,,,,,,,,
123669,201907031545.0,22354.0,32.906,35.5604,0.2332, 7/03/2019 (184) 15:46:44.570,17,17,,0.8,,0.0316724,0.01047,0.0336768,(184),2019-07-03T15:46:44.570000Z,,,,,,,,
123670,201907040410.0,22355.0,29.3053,34.806,6.7837, 7/04/2019 (185)  4:11:46.840,22,22,,2.3,,0.14332,0.394089,0.500747,(185),2019-07-04T04:11:46.840000Z,,,,,,,,
123671,201907041537.0,22356.0,27.9981,34.7884,0.0, 7/04/2019 (185) 15:38:05.650,11,11,,2.4,,1.52457,1.61727,1.79269,(185),2019-07-04T15:38:05.650000Z,,,,,,,,
123672,201907051155.0,22357.0,31.1738,35.4952,9.512, 7/05/2019 (186) 11:56:36.600,26,26,,1.9,,0.141525,0.201388,0.151243,(186),2019-07-05T11:56:36.600000Z,,,,,,,,
123673,201907051427.0,22358.0,30.8927,35.3264,19.0726, 7/05/2019 (186) 14:29:04.330,20,20,,1.7,,0.374768,0.0783961,0.0842536,(186),2019-07-05T14:29:04.330000Z,,,,,,,,
123674,201907051953.0,22359.0,33.2373,35.4572,10.8019, 7/05/2019 (186) 19:55:22.080,17,17,,1.3,,0.200928,0.246163,0.250291,(186),2019-07-05T19:55:22.080000Z,,,,,,,,
123675,201907070237.0,22360.0,33.3626,35.8553,2.8799, 7/07/2019 (188)  2:38:30.680,56,56,,2.6,,0.157926,0.13877,0.112147,(188),2019-07-07T02:38:30.680000Z,,,,,,,,
123676,201907091328.0,22361.0,29.6617,34.9468,25.6767, 7/09/2019 (190) 13:29:26.130,14,14,,1.7,,0.129652,0.115024,0.114682,(190),2019-07-09T13:29:26.130000Z,,,,,,,,
123677,201907101018.0,22362.0,30.6736,35.1631,21.0462, 7/10/2019 (191) 10:20:32.690,8,8,,1.4,,0.0545987,0.372595,0.233575,(191),2019-07-10T10:20:32.690000Z,,,,,,,,
123678,201907102224.0,22363.0,34.0234,36.7733,0.267, 7/10/2019 (191) 22:25:40.400,9,9,,2.5,,1.1102,1.1728,1.24779,(191),2019-07-10T22:25:40.400000Z,,,,,,,,
123679,201907112254.0,22364.0,33.8349,35.8286,0.1522, 7/11/2019 (192) 22:56:13.060,13,13,,2.0,,0.357996,0.651308,0.846751,(192),2019-07-11T22:56:13.060000Z,,,,,,,,
123680,201907120128.0,22365.0,29.7529,35.0458,15.6712, 7/12/2019 (193)  1:29:51.870,18,18,,1.6,,0.147962,0.178514,0.187744,(193),2019-07-12T01:29:51.870000Z,,,,,,,,
123681,201907120432.0,22366.0,31.1864,35.385,32.2264, 7/12/2019 (193)  4:34:01.940,10,10,,1.2,,0.0706528,0.0765949,0.089101,(193),2019-07-12T04:34:01.940000Z,,,,,,,,
123682,201907122250.0,22367.0,31.5183,35.8104,11.6301, 7/12/2019 (193) 22:52:08.400,40,40,,1.8,,0.355182,0.36689,0.0797498,(193),2019-07-12T22:52:08.400000Z,,,,,,,,
123683,201907130031.0,22368.0,30.4298,35.2702,15.7243, 7/13/2019 (194)  0:33:33.880,12,12,,1.4,,0.197435,0.272461,0.211039,(194),2019-07-13T00:33:33.880000Z,,,,,,,,
123684,201907130842.0,22369.0,29.6383,34.9607,25.3124, 7/13/2019 (194)  8:43:45.390,18,18,,1.8,,0.215159,0.261577,0.265489,(194),2019-07-13T08:43:45.390000Z,,,,,,,,
123685,201907131652.0,22370.0,34.6089,32.943,0.7662, 7/13/2019 (194) 16:52:57.930,36,36,,2.5,,0.292678,0.520951,2.04409,(194),2019-07-13T16:52:57.930000Z,,,,,,,,
123686,201907161643.0,22371.0,33.0517,35.5831,0.0381, 7/16/2019 (197) 16:44:56.340,33,33,,2.0,,0.151273,0.0929672,0.191403,(197),2019-07-16T16:44:56.340000Z,,,,,,,,
123687,201907161705.0,22372.0,33.6693,36.4577,7.1458, 7/16/2019 (197) 17:07:13.650,17,17,,2.0,,0.316901,0.346369,0.375162,(197),2019-07-16T17:07:13.650000Z,,,,,,,,
123688,201907171547.0,22373.0,33.715,35.46,9.7568, 7/17/2019 (198) 15:49:11.790,17,17,,1.7,,0.117179,0.225489,0.516534,(198),2019-07-17T15:49:11.790000Z,,,,,,,,
123689,201907180920.0,22374.0,30.1831,35.2297,15.0485, 7/18/2019 (199)  9:22:03.990,22,22,,1.8,1.7,0.185465,0.251027,0.283096,(199),2019-07-18T09:22:03.990000Z,,,,,,,,
123690,201907181659.0,22375.0,33.7972,36.4402,9.0946, 7/18/2019 (199) 17:01:09.400,15,15,,2.2,,0.340726,0.370309,0.410059,(199),2019-07-18T17:01:09.400000Z,,,,,,,,
123691,201907182155.0,22376.0,32.8996,32.4528,36.3504, 7/18/2019 (199) 21:56:10.780,40,40,,3.0,,0.784906,0.773866,0.819611,(199),2019-07-18T21:56:10.780000Z,,,,,,,,
123692,201907182215.0,22377.0,30.0485,35.1332,15.0408, 7/18/2019 (199) 22:17:17.620,33,33,,1.8,1.7,0.138224,0.0930978,0.151583,(199),2019-07-18T22:17:17.620000Z,,,,,,,,
123693,201907182246.0,22378.0,30.0448,35.1349,14.8639, 7/18/2019 (199) 22:48:11.830,24,24,,1.4,,0.137854,0.149392,0.154369,(199),2019-07-18T22:48:11.830000Z,,,,,,,,
123694,201907190317.0,22379.0,30.0608,35.1181,14.9541, 7/19/2019 (200)  3:19:31.810,14,14,,0.9,,0.0270701,0.149621,0.144636,(200),2019-07-19T03:19:31.810000Z,,,,,,,,
123695,201907190319.0,22380.0,34.737,32.4093,15.6884, 7/19/2019 (200)  3:19:36.650,30,30,,3.0,,0.73505,0.786822,2.41807,(200),2019-07-19T03:19:36.650000Z,,,,,,,,
123696,201907190328.0,22381.0,34.7875,32.4016,0.0213, 7/19/2019 (200)  3:29:28.870,10,10,,2.9,,0.779629,0.633,0.651503,(200),2019-07-19T03:29:28.870000Z,,,,,,,,
123697,201907190342.0,22382.0,30.0412,35.1507,16.6906, 7/19/2019 (200)  3:44:05.870,24,24,,1.8,,0.153477,0.164614,0.172862,(200),2019-07-19T03:44:05.870000Z,,,,,,,,
123698,201907190630.0,22383.0,30.0402,35.1558,15.9795, 7/19/2019 (200)  6:31:38.280,20,20,,1.5,,0.149207,0.161154,0.171018,(200),2019-07-19T06:31:38.280000Z,,,,,,,,
123699,201907212033.0,22384.0,29.0669,34.6951,2.5151, 7/21/2019 (202) 20:34:43.290,10,10,,1.8,,0.641736,0.741436,0.968365,(202),2019-07-21T20:34:43.290000Z,,,,,,,,
123700,201907212319.0,22385.0,33.5899,35.5456,4.7337, 7/21/2019 (202) 23:20:16.900,17,17,,1.5,,0.375362,0.397438,0.262494,(202),2019-07-21T23:20:16.900000Z,,,,,,,,
123701,201907222358.0,22386.0,33.4705,33.7225,47.4144, 7/22/2019 (203) 23:59:11.250,21,14,,1.9,,0.00853323,0.00928645,0.00971219,(203),2019-07-22T23:59:11.250000Z,,,,,,,,
123702,201907230042.0,22387.0,33.0342,34.4813,25.2972, 7/23/2019 (204)  0:43:33.600,19,19,,1.7,,0.261148,0.128101,0.725525,(204),2019-07-23T00:43:33.600000Z,,,,,,,,
123703,201907230101.0,22388.0,32.8852,35.5278,3.1328, 7/23/2019 (204)  1:03:03.570,27,27,,0.8,,0.0390692,0.0564124,0.0592974,(204),2019-07-23T01:03:03.570000Z,,,,,,,,
123704,201907240333.0,22389.0,32.7654,35.3627,4.9424, 7/24/2019 (205)  3:34:58.410,21,21,,2.1,,0.0727971,0.129457,0.122114,(205),2019-07-24T03:34:58.410000Z,,,,,,,,
123705,201907240355.0,22390.0,34.6281,33.2791,36.5831, 7/24/2019 (205)  3:55:44.320,25,25,,3.0,,0.185657,0.854506,0.866486,(205),2019-07-24T03:55:44.320000Z,,,,,,,,
123706,201907251054.0,22391.0,29.6801,34.95,21.7164, 7/25/2019 (206) 10:55:31.240,21,21,,2.1,,0.185526,0.221067,0.221939,(206),2019-07-25T10:55:31.240000Z,,,,,,,,
123707,201907272349.0,22392.0,29.5791,34.9534,16.5026, 7/27/2019 (208) 23:50:41.320,14,14,,1.5,,0.0867276,0.102293,0.259031,(208),2019-07-27T23:50:41.320000Z,,,,,,,,
123708,201907280036.0,22393.0,31.2366,35.5637,14.229, 7/28/2019 (209)  0:37:52.010,54,54,,2.4,2.4,0.0997236,0.218928,0.0650192,(209),2019-07-28T00:37:52.010000Z,,,,,,,,
123709,201907292311.0,22394.0,34.7368,33.8269,1.39, 7/29/2019 (210) 23:12:05.070,26,26,,2.7,,0.473505,0.506262,1.86029,(210),2019-07-29T23:12:05.070000Z,,,,,,,,
123710,201907301159.0,22395.0,33.1141,35.3812,0.3336, 7/30/2019 (211) 12:01:11.280,11,11,,1.3,,0.0407303,0.0706367,0.0487635,(211),2019-07-30T12:01:11.280000Z,,,,,,,,
123711,201907302255.0,22396.0,33.1355,35.6048,20.3703, 7/30/2019 (211) 22:56:55.070,23,23,,1.3,,0.194469,0.145653,0.160853,(211),2019-07-30T22:56:55.070000Z,,,,,,,,
123712,201908010917.0,22397.0,29.7944,35.0444,21.4722, 8/01/2019 (213)  9:18:50.120,10,10,,1.5,,0.218048,0.1378,0.173576,(213),2019-08-01T09:18:50.120000Z,,,,,,,,
123713,201908021632.0,22398.0,32.8512,35.5917,7.665, 8/02/2019 (214) 16:33:34.400,33,33,,2.4,2.3,0.0777361,0.0838217,0.10168,(214),2019-08-02T16:33:34.400000Z,,,,,,,,
123714,201908030024.0,22399.0,32.8636,35.5661,0.5559, 8/03/2019 (215)  0:25:58.360,19,19,,1.2,,0.108157,0.10331,0.117467,(215),2019-08-03T00:25:58.360000Z,,,,,,,,
123715,201908030254.0,22400.0,31.7522,35.5007,25.0387, 8/03/2019 (215)  2:56:14.160,36,36,,1.7,,0.0561028,0.0504263,0.271244,(215),2019-08-03T02:56:14.160000Z,,,,,,,,
123716,201908030558.0,22401.0,33.3284,34.4674,20.5173, 8/03/2019 (215)  6:00:17.370,15,15,,1.9,,0.612101,0.464974,0.194685,(215),2019-08-03T06:00:17.370000Z,,,,,,,,
123717,201908032209.0,22402.0,33.6789,35.1836,8.4367, 8/03/2019 (215) 22:11:28.910,7,7,,1.3,,0.605825,0.132773,0.295482,(215),2019-08-03T22:11:28.910000Z,,,,,,,,
123718,201908040157.0,22403.0,34.5595,33.8323,16.796, 8/04/2019 (216)  1:57:56.100,32,32,,2.5,,0.552915,0.59167,1.55565,(216),2019-08-04T01:57:56.100000Z,,,,,,,,
123719,201908051645.0,22404.0,31.0211,35.5131,12.2401, 8/05/2019 (217) 16:46:45.560,14,14,,1.6,,0.178035,0.0415696,0.196037,(217),2019-08-05T16:46:45.560000Z,,,,,,,,
123720,201908051903.0,22405.0,33.4059,35.4826,1.1516, 8/05/2019 (217) 19:05:07.390,52,52,,2.1,,0.172297,0.190909,0.0458609,(217),2019-08-05T19:05:07.390000Z,,,,,,,,
123721,201908062341.0,22406.0,32.8484,35.5817,8.4892, 8/06/2019 (218) 23:43:11.080,23,23,,1.3,,0.0846378,0.0862656,0.100629,(218),2019-08-06T23:43:11.080000Z,,,,,,,,
123722,201908070111.0,22407.0,33.0825,35.6261,0.2087, 8/07/2019 (219)  1:13:19.940,9,9,,0.8,,0.0690072,0.0955599,0.103656,(219),2019-08-07T01:13:19.940000Z,,,,,,,,
